sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin
ViSmish_02592,"Công ty TNHH Vạn Lợi đang tuyển nhân viên chấm điểm sản phẩm online. Thu nhập hấp dẫn 1 triệu/ngày. Làm việc tại nhà, thoải mái không gò bó. Độ tuổi từ 22-60. Liên hệ ngay: Zalo 0987 654 321",1,1,1,personal_number,Tuyển dụng giả,Level 2 - Leet nặng,paraphrased
ViSmish_02593,"Công ty TNHH Ngọc Bích Viễn Thông tuyển dụng nhân viên giao hàng online. Mức lương hấp dẫn 15 triệu/ngày, thời gian linh hoạt. Độ tuổi từ 20-40. Liên hệ: 0965874321",1,0,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_02595,"CANH BAO NGUY HIEU LAM!!! O/B dang bi nghi can lien quan toi du an lua dao tin dung. Yeu cau cung cap toi thong tin xac thuc trong vong 24 gio toi. Neu khong, CO QUAN CHUC NANG se tien hanh lenh bat tam giam de phuc vu dieu tra. Lien he: 0903124578.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 2 - Leet nặng,paraphrased
ViSmish_02602,"Cục Quản lý Đăng ký xe: Tài khoản đăng ký của bạn có dấu hiệu bất thường. Truy cập ngay https://dkxe-gov.com để xác minh, tránh bị phong tỏa toàn bộ.",1,0,1,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_02603,"**** **THẦN TÀI ĐỒNG HÀNH** **Nhận ngay 384.000đ/ngày** chỉ cần nạp 12 triệu! **Đa dạng game**: Baccarat, Xóc Đĩa, Tài Xỉu, Poker. **Liên hệ ngay**: Zalo: 0909.123.456 | Website: 789bet.top **Ưu đãi đặc biệt**: Tặng 500k khi đăng ký lần đầu! **Vui vẻ – An toàn – Trúng ngay**",1,1,0,personal_number,Cờ bạc / Betting,Level 4 - Mixed special characters,paraphrased
ViSmish_02604,"Ông Tuấn thân mến, thông tin ghi nhận CCCD 031094005621 còn nợ 15.000.000VND tại đơn vị tài chính. Thời gian cuối cùng chỉ còn 1 ngày. Chậm thanh toán sẽ bị cập nhật nợ xấu toàn diện CIC vĩnh viễn kèm theo kiện tụng pháp lý. Liên hệ ngay 0988003344.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 2 - Leet nặng,paraphrased
ViSmish_02607,"Bạn thân mến, mình là Linh. Chỉ với 15 phút mỗi ngày, kiếm 5 triệu đồng siêu dễ. Chẳng cần vốn hay kinh nghiệm gì đâu!",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_02608,"Alo anh Quân nay đi nhậu không? Á chết, nhầm số rồi, xin lỗi anh nha. Mà thấy anh có vẻ hợp cạ, rảnh thì kết bạn zalo số này 0981234567 giao lưu nhé.",1,0,1,personal_number,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_02610,BV Cho Ray thong bao: Ket qua xet nghiem mau cua be Nguyen Van Sang da san sang. Moi chi den lay tai quay 05.,0,0,0,brandname,Dịch vụ y tế,NONE,synthetic
ViSmish_02612,"[MB] Quy khach co 12,500 diem MB Star sap het han vao ngay 31/10. Truy cap App MBBank de doi qua ngay.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_02613,Bách hóa xanh: 10.000 điểm thưởng của bạn sẽ hết hạn vào 30/04/2025. Đổi ngay mã giảm giá 20k cho đơn hàng thực phẩm tươi sống tại bachhoaxanh.com. Từ chối QC soạn TC gửi 8088.,0,1,1,shortcode,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_02614,MTTQ Viet Nam: Tran trong cam on Quy khach da ung ho 200.000d vao Quy cuu tro thien tai. Moi tra cuu sao ke tai mttqvietnam.org.vn.,0,1,0,brandname,Dịch vụ công thật,NONE,synthetic
ViSmish_02617,"""Tập đoàn FPT đang tuyển dụng cộng tác viên kiểm duyệt nội dung. Mức lương hấp dẫn từ 400k-1.8tr/ngày. Yêu cầu đơn giản, toàn thời gian online tại nhà. Liên hệ ngay: hotro.fpt@outlook.com.""",1,1,1,personal_number,Tuyển dụng giả,Level 3 - Dot/Dash,paraphrased
ViSmish_02618,Nay con không về ăn cơm mẹ nhé. Xin lỗi mình nhắn nhầm. Chúc bạn một ngày tốt lành!,1,0,0,personal_number,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_02619,"[BÁO ĐỘNG LẦN CUỐI]: Anh P4m M1nh Tùng (CMND 182937465) đang nợ Mirae Asset 9,925,000VND. Quá 20h hôm nay không thanh toán, tài khoản sẽ bị phát tán hình ảnh cá nhân lên mọi diễn đàn mạng xã hội. Liên hệ qua Zalo: 0983746215.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 2 - Leet nặng,paraphrased
ViSmish_02623,"Từng bước đơn giản, dành 15 phút mỗi ngày nhận ngay 500.000 vào ví điện tử lúc 19h.",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_02625,"[VPBank] Cảnh báo: tài khoản của bạn đã bị tạm khóa. Truy cập link vpbank-auth.com để xác minh ngay trong 15 phút, nếu không sẽ bị khóa vĩnh viễn.",1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_02628,6000: Don hang GHTK3344556677 giao khong thanh cong lan 1. Lien he giao vien 0919223344.,0,0,1,shortcode,Vận chuyển,NONE,synthetic
ViSmish_02630,Tổng cục Thuế: Tờ khai thuế của quý khách chưa hợp lệ. Truy cập: thongtin-thue.com để cập nhật ngay.,1,1,0,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_02631,[DVCQG] Cảnh báo: Tài khoản an ninh quốc gia của bạn đang tạm khóa. Truy cập ngay https://dvcqg-online.com để xác minh,1,1,0,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_02632,"""Bắn Lửa (Nạp 50k tặng 250k) quay hũ cực đỉnh trúng ngay 50 triệu. Siêu Bắn Cá. KingFun... CK: bit.ly/KFun88 vP2m""",1,1,0,personal_number,Cờ bạc / Betting,Level 0 - Formal,paraphrased
ViSmish_02634,Hưng Thịnh Club (Nạp 500k trúng ngay 1.500k) thưởng tức thì lên đến 50.000k. Siêu Hũ. Bắn Cá đỉnh. BJ88... Đăng ký: t.ly/HT567 xY9m,1,1,0,personal_number,Cờ bạc / Betting,Level 2 - Leet nặng,paraphrased
ViSmish_02635,Shopee: Don hang #241111MNBVCXZ cua ban da dat thanh cong. Du kien giao tu 13/11-15/11. Theo doi tai app Shopee.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic
ViSmish_02638,[VTP] VTP112233445: Kien hang da giao thanh cong luc 09:45 ngay 28/05. Hen gap lai quy khach.,0,0,0,shortcode,Vận chuyển,NONE,synthetic
ViSmish_02639,8088: Ma OTP xac thuc dang ky tai khoan eTax Mobile cua ban la 882341. Ma co gia tri trong 3 phut.,0,0,0,shortcode,Dịch vụ công thật,NONE,synthetic
ViSmish_02640,Tiki: Don hang TKI-1102938475 cua Quy khach dang chuan bi. Quy khach vui long giu lien lac dien thoai de shipper tien lien he khi giao hang.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic
ViSmish_02643,"Cong ty Xu Ly No MFC: Ma khoan vay Vo Thi Bich da duoc liet vao danh sach no xau CIC. Thanh toan 2,000,000 VND truoc 15/06/2025 de xoa no xau va giu uy tin.",1,0,0,brandname,Đòi nợ / Đe dọa,Level 0 - Formal,synthetic_hard_positive
ViSmish_02644,"TB NHẮN: Chị Trịnh Thu Hà (CMND 013459284) đang nợ khoản tiền 15.000.000 VND tại tổ chức tài chính FL. Quý khách vui lòng liên hệ ngay qua ứng dụng Telegram @FL_Finance trước 21h tối nay để thương lượng giải pháp tránh bị phong tỏa toàn bộ tài sản cá nhân và báo cáo nợ xấu lên hệ thống CIC, gây ảnh hưởng nghiêm trọng tới uy tín tín dụng.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_02645,Tham gia sàn hẹn hò xa hoa tại Sài Gòn 24/7. Liên hệ ngay: fb.com/sg-elite-match 9J8k,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_02647,"Tiếp cận em tại Sài Gòn nhé, không cần giới thiệu đâu. Hãy đến quán café 24/7 số 5 Nguyễn Huệ – Zalo: 0909090909",1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_02649,VTP Thong bao: Van don VTP476831092 cua ban da duoc giao thanh cong luc 11:20. Cam on da tin tuong Viettel Post!,0,0,0,brandname,Vận chuyển,NONE,synthetic
ViSmish_02650,Săn thưởng khủng 58% ngay hôm nay! Bắt đầu nhận hoa hồng siêu khủng từ việc trở thành đại lý chính thức. Liên hệ ngay Zalo Vy: 0933445566 để được hỗ trợ nhanh nhất. Truy cập ngay q2n1p.bet,1,1,1,shortcode,Cờ bạc / Betting,Level 1 - Leet nhẹ,paraphrased
ViSmish_02651,Moi Quy khach Vu Duc Phuc kham theo lich luc 10:00 ngay 25/11/2024 tai Phong 405 - Khoa Xuong khop - Benh vien Nhan Dan 115.,0,0,0,brandname,Dịch vụ y tế,NONE,synthetic
ViSmish_02652,"Tìm người tâm sự, giải tỏa stress? Khám phá những dịch vụ đặc biệt chỉ có tại Đà Nẵng. Nhắn tin ngay: fb.com/dn_secret369",1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_02653,"**Tuyển dụng nhân viên xử lý đơn hàng online tại nhà** **Mức lương hấp dẫn: 800.000đ ~ 4.000.000đ/ngày** **Công việc nhẹ nhàng, ổn định, không yêu cầu kinh nghiệm** **Làm việc online mọi lúc, mọi nơi** **Liên hệ ngay:** - **Zalo:** zalo.me/84987654321 - **Hotline:** 0987654321",1,1,1,personal_number,Tuyển dụng giả,Level 4 - Mixed special characters,paraphrased
ViSmish_02656,"""Gửi ngay 1 triệu vào ví điện tử MoMo: 0987654321 (chủ tài khoản: NHÓM ĐẦU TƯ TÀI CHÍNH TOÀN CẦU) để nhận 10 triệu trong 24 giờ. Cơ hội đổi đời, đăng ký ngay tại: http://dautu24h.fastinvest.com.vn""",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_02657,[Facebook] Ma OTP dang nhap cua ban la: 847201. Co hieu luc trong 3 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_02658,"Alo Minh a, check ho tao cai thong tin du an nay voi.",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_02661,UIT: Thông báo lịch thi kết thúc học phần HK1 bắt đầu từ ngày 15/12/2024. Sinh viên vui lòng vào trang cá nhân để xem lịch thi chi tiết và phòng thi.,0,0,0,brandname,Dịch vụ công thật,NONE,synthetic
ViSmish_02663,"Bộ Công an: Tài khoản ngân hàng của bạn có dấu hiệu giao dịch bất thường. Truy cập http://canhbao.nganhang.gov.vn ngay để xác nhận thông tin, tránh bị phong tỏa tài khoản.",1,0,1,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_02666,Nhắn zalo: 0906789123 – Vào đây khám phá dịch vụ tuyệt mật: zalo.me/888funvip,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_02668,"Công ty TNHH Vinh Quang tuyển nhân viên thu nhập 1.200.000đ/ngày. Làm tại nhà, không giới hạn độ tuổi. Telegram: t.me/vinhquang123 Hotline: 0987 654 321",1,1,1,personal_number,Tuyển dụng giả,Level 2 - Leet nặng,paraphrased
ViSmish_02669,[BO CONG AN] De nghi cong dan den co quan Cong an gan nhat de thuc hien thu nhan van tay va mong mat cho CCCD mau moi. Mang theo CCCD cu khi di. LH 19000368.,0,0,1,brandname,Dịch vụ công thật,NONE,synthetic
ViSmish_02671,"[Bộ Lao Động – Tuyển Sinh] Ho so nop viec cua ban phu hop vi tri Ban hang. De tham gia phong van online, vui long chuyen phi ho so 150.000 VND. Lien he: 0912345678.",1,0,1,brandname,Tuyển dụng giả,Level 0 - Formal,synthetic_hard_positive
ViSmish_02672,"[Mobifone] QK vui long xac nhan so dien thoai 0865432109 van con su dung. Neu khong xac nhan truoc 17h hom nay, thue bao se bi thu hoi theo quy dinh.",1,0,1,brandname,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_02676,"[LỜI CUỐI CÙNG NHẮC NHỞ]: Đơn vị Thu hồi Công Nợ thông báo chị Cao Thị Hà (CCCD: 245093847) có khoản nợ 14,2 triệu đồng. Nếu không thanh toán xong trước 18h hôm nay, hồ sơ sẽ được chuyển tới cơ quan chức năng và đơn vị công tác. Liên hệ ngay: 0888.123.456.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 2 - Leet nặng,paraphrased
ViSmish_02678,Ma OTP xac thuc Netflix: 482103. Vui long nhap ma de tiep tuc.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_02679,"**CẢNH BÁO NGHIÊM TRỌNG!!!** Nếu **Ông Nguyễn Thành Thảo** (CMND: 040092837412) chưa thanh toán khoản **12.800.000 VND** cho Home Credit trước **20:00 hôm nay**, chúng tôi sẽ tiến hành **khởi kiện đến cơ quan pháp luật** và **công khai thông tin tại trường học nơi con ông đang theo học**. Hãy liên hệ ngay: **0918 765 432**.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 4 - Mixed special characters,paraphrased
ViSmish_02681,**TIN NHẮN QUÀ TẶNG ĐẶC BIỆT TỪ SHB88:** Đăng ký ngay SHB88 – **Tặng ngay 66k** cho lần nạp đầu tiên! Nạp 20k nhận ngay 108k! Rút tiền tối đa **9.999.999đ** chỉ trong vài phút. Liên hệ: **Zalo/Telegram: 0987654321** Link truy cập: **shb88.com**,1,1,0,personal_number,Cờ bạc / Betting,Level 4 - Mixed special characters,paraphrased
ViSmish_02682,Bộ Tài Chính: Tài khoản VNPT của bạn có khoản tiền hoàn thuế chưa nhận. Truy cập ngay: vnpt-hoanthue.com để xác nhận để tránh bị khóa!,1,1,0,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_02685,BHXH TP.HCM: Anh (Chị) đã đủ điều kiện nhận tiền hỗ trợ từ Quỹ BHTN theo QĐ 2024/112/TB-BHXH. Truy cập ngay https://bhtn-gov.vip để xác nhận. Quá hạn sẽ KHÔNG được chấp thuận!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased
ViSmish_02686,"Phòng Điều tra Hình sự yêu cầu Ông/Bà phải có mặt ngay lập tức để giải trình về các khoản nợ bị nghi ngờ giả mạo. Quá hạn 17g hôm nay mà không đến, chúng tôi sẽ buộc tội theo luật định. Liên hệ: 84987654321.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_02687,"Chào bạn, mình là Linh. Bạn muốn kiếm thêm thu nhập hằng ngày chứ? Chỉ cần đầu tư 500k là có thể nhận 2 triệu sau 12 tiếng. Không cần vốn lớn, không cần kinh nghiệm.",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_02688,"**CẢNH BÁO NGHIÊM TRỌNG CUỐI CÙNG!!!** Chúng tôi đã nhắn nhủ rất nhiều lần nhưng Quý khách vẫn cố tình lờ đi. Trước 16h hôm nay, Phòng An ninh điều tra sẽ khởi tố vụ án. Liên hệ: 0911234567.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_02691,Bạn vừa đủ tiêu chuẩn hưởng khoản hỗ trợ theo Quyết định 2345/QĐ-UBND về chương trình an sinh xã hội. Nhận ngay tại: covid19.daotao.top. Quá hạn nộp hồ sơ sẽ bị hủy mọi quyền lợi!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased
ViSmish_02692,Cần ngay đêm vui? Ghé quán Bar Mê Cung – Zalo: 0901.234.567 nào!,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_02693,"Thông báo khẩn: Tài khoản CMND/CCCD của quý khách đã bị tạm ngưng do vi phạm quy định. Truy cập ngay gov-id.vn để xác nhận thông tin, tránh bị khóa vĩnh viễn.",1,1,0,brandname,Dịch vụ công giả,Level 2 - Leet nặng,paraphrased
ViSmish_02697,"[TP.HCM – Zalo] Chị sinh viên xinh xắn TP.HCM nhận ""tiệc riêng"". Liên hệ ngay: zalo.me/hn_sv_tiec_tung S6Q3",1,1,0,personal_number,Nội dung nhạy cảm,Level 4 - Mixed special characters,paraphrased
ViSmish_02698,Chào bạn! Tận dụng ngay cơ hội đầu tư sinh lời siêu tốc với app ABC. Chỉ cần gửi 15 triệu vào TK: 1234567890 (CT CP ĐẦU TƯ XYZ) là nhận ngay lãi suất 30%/tháng. Tham gia sớm nào!,1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_02699,Tuyển nam 18-25 tuổi phục vụ tại quán bar Sài Gòn. Liên hệ: 0901 234 567 ( zalo.me/sgn_bar69 ),1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_02701,Chỉ còn vài giờ nữa là hết hạn! Bạn có thể nhận ngay 1 triệu đồng từ chương trình tặng quà đặc biệt. Truy cập ngay link: bit.ly/qua_tet_2024 để thực hiện giao dịch ngay thôi nào!,1,1,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_02705,BV Nhi Trung Uong: Thong bao thay doi phong kham cho be Tran Minh Quan ngay 14/10 tu Phong 102 sang Phong 305. LH 02462738532 de ho tro.,0,0,1,brandname,Dịch vụ y tế,NONE,synthetic
ViSmish_02707,"Mai di gap khach hang voi chi nhe, 9h tai sanh.",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_02708,[EVN] Nhắc nhở: Quý khách chưa thanh toán tiền điện tháng 09/2024 (Số tiền: 450.000đ). Vui lòng thanh toán để không bị gián đoạn dịch vụ. Trân trọng.,0,0,0,brandname,Dịch vụ công thật,NONE,synthetic
ViSmish_02709,Gmobile: Goi cuoc cua Quy khach da het han. Vui long nap tien de tiep tuc huong uu dai noi mang. Chi tiet LH 199.,0,0,1,brandname,Viễn thông,NONE,synthetic
ViSmish_02711,"Bo phan An ninh Ngan hang gui tin: Ho Thi Thu da vi pham dieu khoan hop dong vay. Khoan no 50,000,000 VND se bi kien ra toa neu khong thanh toan truoc 10/07/2025.",1,0,0,brandname,Đòi nợ / Đe dọa,Level 0 - Formal,synthetic_hard_positive
ViSmish_02712,Medpro: Ma OTP xac thuc dang ky kham benh tu xa cua Quy khach la 662910. Vui long nhap vao ung dung de tiep tuc.,0,0,0,brandname,Dịch vụ y tế,NONE,synthetic
ViSmish_02713,"Sơn ơi tao mới kiếm được trang này xem Tiktok cũng có tiền, ngày được 10 triệu dễ ợt. Mày thử không vô đây nè: tiktok-jobs.net",1,1,0,personal_number,Tuyển dụng giả,Level 0 - Formal,synthetic_hard_positive
ViSmish_02714,**Tin nhắn viết lại:** Shopee tuyển cộng tác viên đăng sản phẩm online. Lương 250-800k/ngày. Nhận tiền sau 30 phút. Telegram: t.me/joinchat/ABC123XYZ,1,1,1,personal_number,Tuyển dụng giả,Level 1 - Leet nhẹ,paraphrased
ViSmish_02715,"Anh Thành, em đang thi thiết kế logo, anh vào bình chọn giúp em với ạ, link đây anh: tiktok-jobs.net, nhớ đăng nhập facebook để vote nha.",1,1,0,personal_number,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_02716,"Gặp nhau – Zalo. Em cô đơn lắm. Cần tìm người bên cạnh lúc này. Tải app Zalo, thêm bạn: 0987654321",1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_02717,Bạn phải đối mặt với hậu quả pháp lý nặng nề nếu không thanh toán khoản tiền ngay lập tức. Cơ quan chức năng đã lập hồ sơ điều tra toàn diện và gửi thông tin liên quan đến cơ quan có thẩm quyền. Chúng tôi khuyên bạn nên thanh toán trước 20h hôm nay để tránh bị cưỡng chế tài sản. Liên hệ ngay: 0913579888.,1,0,1,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_02718,KFC tri ân: Đổi 200 điểm lấy ngay Combo Gà Giòn Cay trị giá 89k. Áp dụng cho khách hàng có thẻ thành viên đến hết 31/03/2025. Truy cập kfc.com.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_02719,"[TB] Tai khoan cua Quy khach hien con 2.000d, khong du de gia han goi cuoc MF150. Vui long nap tien de tiep tuc huong uu dai 4GB/ngay. Hotline 9090.",0,0,1,shortcode,Viễn thông,NONE,synthetic
ViSmish_02720,Sendo: 882190 la ma xac nhan dang ky dich vu cua ban. Ma co hieu luc trong 5 phut. Tran trong.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic
ViSmish_02721,Dịch vụ Thuế Nhà Nước: Tài khoản của quý khách đã bị tạm dừng do vi phạm. Xác thực ngay: 0912233445,1,0,1,personal_number,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_02722,Bộ Tài chính: Tài khoản thuế cá nhân sắp bị phong tỏa. Truy cập ngay thuedinhky.com để xác thực ngay kẻo không thể giao dịch.,1,1,0,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_02723,Shopee: Don hang #240522KJHGFD da giao thanh cong. Moi ban vao app de danh gia chat luong phuc vu.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic
ViSmish_02724,"TB KHẨN: Quý khách đã nợ thuế VAT theo quyết định xử phạt của Chi cục Thuế Q1. Thời gian chót thanh toán trong ngày là 18h tối nay, vượt quá sẽ bị khởi tố vi phạm hành chính. Gọi ngay 0981234567 để giải quyết.",1,0,1,personal_number,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_02725,"So Tu Phap: Quy co/chu Nguyen Thi Xuan chua nop phat vi pham hanh chinh 10,000,000 VND theo quyet dinh so 1234/CV-CT. Vui long thanh toan truoc 30 ngay.",1,0,0,brandname,Dịch vụ công giả,Level 0 - Formal,synthetic_hard_positive
ViSmish_02726,MobiFone: CHUC MUNG SINH NHAT! MobiFone gui tang Quy khach voucher giam gia 100.000d khi mua thiet bi tai cua hang MobiFone tren toan quoc. Ma voucher: MB123. LH 9090.,0,0,1,brandname,Viễn thông,NONE,synthetic
ViSmish_02727,Lazada: Don hang 150029384756 cua Quy khach dang duoc chuan bi. Lazada se thong bao den Quy khach khi don hang bat dau duoc giao.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic
ViSmish_02729,"[QC] Gmobile: Ưu đãi đặc biệt mừng ngày 20/11. Tặng 100% giá trị thẻ nạp cho thuê bao may mắn. Tiền khuyến mại có hạn dùng 7 ngày. Nạp ngay để nhận quà. Từ chối QC, soạn TC gửi 123.",0,0,1,brandname,Viễn thông,NONE,synthetic
ViSmish_02730,"Home Credit cảnh báo lần cuối!!! Ông Đặng Thái Sơn phải thanh toán ngay 9,5 triệu VND trước 16h ngày 21/5. Chúng tôi sẽ lập tức chuyển hồ sơ sang bộ phận thu hồi nợ chuyên nghiệp để tiến hành khởi kiện và trích nợ trực tiếp từ lương của ông. Liên hệ ngay: 0987654321.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_02731,Chúc mừng anh/chị! Quý khách đã đủ điều kiện nhận khoản hỗ trợ theo QĐ-285. Truy cập ngay www.htgvn.com để đăng ký. Quá hạn sẽ không được xét duyệt!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased
ViSmish_02732,Cục Thuế: Thong bao QUAN TRONG! Tai khoan cua ban se BI KHOA trong 24h. Xac thuc ngay: taxvn.online,1,1,0,shortcode,Dịch vụ công giả,Level 2 - Leet nặng,paraphrased
ViSmish_02733,Tu nhien nho moi nguoi qua. Dao nay ba van lam o cho cu chu?,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_02734,"TB NHẮC NHỞ: Chị Đỗ Kim Ngân (CCCD: 191084756) có khoản vay chưa thanh toán tại HD Saison là 9,120,000 VND. Cần hoàn tất khoản nợ trong vòng 12 giờ tới, nếu không sẽ công khai thông tin cá nhân trên diện rộng. Liên hệ ngay: 038.888.7777.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 2 - Leet nặng,paraphrased
ViSmish_02735,[HN – Telegram] Gái HN dâm đãng cực phẩm. Tham khảo ngay: t.me/hanoi_dam_dang V9B3,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_02737,Wintel: Chúc mừng Quý khách nhận được ưu đãi giảm 50% khi nâng cấp lên gói WIN89. Ưu đãi không giới hạn data tốc độ cao. Đăng ký ngay trên ứng dụng Wintel trước ngày 20/11/2023.,0,0,0,brandname,Viễn thông,NONE,synthetic
ViSmish_02738,[VCB] TK 123456789 bị tạm ngưng sử dụng. Truy cập vcb-online.top ngay để kích hoạt lại trước 2h.,1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_02739,"UBND TP.HCM: Qua trinh kiem tra phat hien doanh nghiep Le Van Thanh no thue 10,000,000 VND. Goi so 18006699 truoc ngay 20 de tranh bi cong bo cong khai.",1,0,0,brandname,Dịch vụ công giả,Level 2 - Leet nặng,synthetic_hard_positive
ViSmish_02740,"Chúc mừng bạn! Theo Quyết định 2835/QĐ-BHXH, bạn đã đủ tiêu chuẩn hưởng trợ cấp từ Quỹ Bảo hiểm thất nghiệp. Truy cập ngay 123abc.xyz để nhận ngay 15.000.000đ. QUÁ THỜI HẠN SẼ MẤT QUYỀN LỢI!",1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased
ViSmish_02742,TB KHẨN: CTY Viễn Đông cảnh báo chị Phạm Thu Thảo CMND 191028374 vi phạm cam kết tài chính. Phải thanh toán 12.500.000VND trước 15H ngày 20/05. Chúng tôi sẽ làm việc cùng công an xử lý và khóa mọi tài khoản. Hotline: 0938475621.,1,0,1,personal_number,Đòi nợ / Đe dọa,Level 2 - Leet nặng,paraphrased
ViSmish_02743,DVCQG: Tài khoản dịch vụ công của quý khách sắp bị tạm ngưng do chưa hoàn thiện xác minh. Vào dichvucong.gov.vn ngay để tránh mất quyền truy cập vĩnh viễn.,1,1,0,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_02744,Bộ Lao động - Thương binh và Xã hội: Quý khách đã đủ điều kiện hưởng hỗ trợ theo Quyết định 147/QĐ-LĐTBXH. Nhận ngay tại: htxs.vip. CẢNH BÁO: Quá thời hạn sẽ KHÔNG được giải quyết! vY7n,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased
ViSmish_02745,Ban da dat ban thanh cong tai Highland Coffee luc 15h. Ma: HL123.,0,0,0,shortcode,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_02746,VNPT Health: Ma OTP de truy cap ho so suc khoe cua ban la 772834. Ma co hieu luc trong 5 phut.,0,0,0,brandname,Dịch vụ y tế,NONE,synthetic
ViSmish_02748,BHXH: Anh (Chị) đã đủ điều kiện nhận tiền hỗ trợ theo Quyết định số 12345/TB-BHXH. Nhận ngay: link.fastgo.com. Quá hạn sẽ không được chấp thuận. 5F7t,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased
