split,sample_id,content,label,data_origin,teacher_p1_t2,teacher_pred,teacher_confidence,teacher_agree_label,distill_weight,student_model,student_p0,student_p1,student_pred,student_confidence,student_agree_label,error_type
train,train_05405,Thí sinh lưu ý: Chỉ còn 2 ngày nữa để đăng ký nguyện vọng vào Đại học FPT bằng cách truy cập vào hệ thống hỗ trợ tuyển sinh chung của Bộ GD&ĐT theo địa chỉ: https://thisinh.thithptquocgia.edu.vn/. Hotline hỗ trợ tư vấn: 02873005588,0,real,0.94585836,1,0.99673426,False,0.3,g2_bilstm_distilled,0.37028044,0.62971956,1,0.62971956,False,FP
train,train_05432,"[DVCQG] CANH BAO KHAN CAP: Tai khoan cua ban vua bi truy cap tu 1 thiet bi moi. De tranh bi khoa, hay xac thuc ngay TAI: dvcqg-xacthuc.com",1,paraphrased,0.98013556,1,0.9995894,True,1.0,g2_bilstm_distilled,0.53350985,0.46649015,0,0.53350985,False,FN
train,train_05445,"Theo NQ-116, Ong(Ba) da du d!eu k!en NHAN TIEN h0 tro tu quy B/H/T/N. Bam vao www.wtudl.icu de. QUA' HAN SE KH0NG DUOC CHAP NHAN! SP0s",1,real,0.97961867,1,0.99956733,True,1.0,g2_bilstm_distilled,0.58092105,0.41907895,0,0.58092105,False,FN
train,train_05506,"Hợp đồng của em đang vi phạm nghĩa vụ không thanh toán từ ngày vay. Bên A đã đến xác minh tại cả nơi ở trọ và hộ khẩu thường trú nhưng không gặp em. Bên A đã thông báo cho người thân nhưng không nhận được phản hồi từ em. Hợp đồng của em có dấu hiệu của việc “lợi dụng tín nhiệm chiếm đoạt tài sản”. Đây là căn cứ để công ty tố giác với cơ quan công an. Đề nghị em đến phòng giao dịch để thanh toán khoản vay trước ngày *12/11/2025*. Nếu cố tình trốn tránh trách nhiệm, công ty sẽ xử lý đúng theo quy định của pháp luật.",1,real,0.95083976,1,0.997334,True,1.0,g2_bilstm_distilled,0.6548946,0.34510544,0,0.6548946,False,FN
train,train_05546,"[Sacombank] Thong bao quan trong: Thong tin the cua QK Vu Thi F da bi lo. De bao mat, vui long goi 18006699 de cap the moi mien phi.",1,synthetic_hard_negative,0.9775277,1,0.99947184,True,1.0,g2_bilstm_distilled,0.70794845,0.29205158,0,0.70794845,False,FN
train,train_05559,(QUY-BHTN) 2024_K123 QUYET DINH cap phat tro cap THAT NGHIEP. Nhan tai: web.ho-tro-2024.asia. QUA HAN SE MAT QUYEN!,1,paraphrased,0.97515213,1,0.9993511,True,1.0,g2_bilstm_distilled,0.7534169,0.24658312,0,0.7534169,False,FN
train,train_05679,(Vietcombank) Chung toi phat hien tai khoan cua ban dang tieu dung o nuoc ngoai. Neu khong phai ban dang tieu dung vui long nhap vao https://i -vietcombank .com,1,real,0.97386473,1,0.9992803,True,1.0,g2_bilstm_distilled,0.6245899,0.37541008,0,0.6245899,False,FN
train,train_05851,"[TIN KHẨN CẤP] Truy tìm Nguyễn... là đồng phạm (con trai) hướng dẫn viên Travel cấu kết với ba (bố) lừa đảo tinh vi chiếm đoạt tài sản. Khi gặp các đối tượng này ở đâu, báo cho CSKV: 0798641107.",1,real,0.9557133,1,0.9978573,True,1.0,g2_bilstm_distilled,0.6157633,0.38423666,0,0.6157633,False,FN
train,train_06062,"THÔNG CÁO KHẨN: Đơn vị chức năng đã nắm rõ hành vi chiếm đoạt trái phép tài sản của ông/bà. Cơ quan CÔNG AN sẽ tiến hành xác minh toàn diện dữ liệu, bằng chứng. Thời hạn cuối cùng để cung cấp lời giải thích là 16 giờ hôm nay.",1,paraphrased,0.9773383,1,0.99946266,True,1.0,g2_bilstm_distilled,0.5076706,0.49232942,0,0.5076706,False,FN
train,train_06119,"Xin chào, tôi là trưởng phòng nhân sự của Cty HVS hiện tại Cty đang tuyển dụng nhân viên bán thời gian. Tiền lương được trả hàng ngày. Bạn có thể làm việc tại nhà và thu nhập từ 15tr đến 30tr một tháng bình quân 500k-1tr/ngày , Công việc đơn giản và có thể thực hiện mọi lúc mọi nơi. Để ứng tuyển, vui lòng liên hệ với chúng tôi qua Yêu cầu độ tuổi : 22 - 65tuoori zalo: zalo.me/84921053445 Liên hệ / zalo:84921053445",1,real,0.9804678,1,0.99960333,True,1.0,g2_bilstm_distilled,0.6127789,0.38722107,0,0.6127789,False,FN
train,train_06136,BHXH Viet Nam: Moi Doanh nghiep XYZ tham du buoi hop ve thu tuc hanh chinh tai tru so. Vui long xac nhan tham du bang cach goi lai so nay.,1,synthetic_hard_negative,0.9775171,1,0.99947125,True,1.0,g2_bilstm_distilled,0.5627946,0.43720537,0,0.5627946,False,FN
train,train_06202,Tuyen sinh Thac si QKTD Quoc te IEMBA cua DH Quan Tri Paris (Top 10 Truong KD hang dau cua Phap). Ctrinh lien ket cung DH Kinh te Qdan. 0931702696. www.pgsm.edu.vn,1,real,0.02570502,0,0.9993044,False,0.3,g2_bilstm_distilled,0.97111535,0.02888468,0,0.97111535,False,FN
train,train_06402,"Nhan thay co hanh vi LOI DUNG TIN NHIEM, CHIEM DOAT TAI SAN. yc tt gap truoc 13g 16/2/2025, neu van bat hop tac ben toi ban giao HS den Trung Tam Quan Ly No Quoc Gia CIC (gay anh huong den uy tin- danh du- tai san- gia dinh va nhung nguoi co lien quan) toan bo hinh anh, bang chung vi pham. LH 0867256447 de giai quyet.",1,real,0.9586691,1,0.99814475,True,1.0,g2_bilstm_distilled,0.99421144,0.0057885856,0,0.99421144,False,FN
train,train_06559,"[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co loi nhan tu TB 0848836182 vao luc 08:09 27/03/2025. Voi noi dung: kính chào quý khách đây là cuộc gọi tự động từ ngân hàng FE Credit nhằm hỗ trợ thông tin khoản vay quý khách vui lòng nghe hết cuộc gọi và làm theo hướng dẫn để hệ thống ghi nhận cam kết thanh toán quý khách hiện có khoản vay quán hạn cao ngày nhất là 450 ngày tổng số tiền quá hạn cần thanh toán trong hôm nay là 6367474 đồng quý khách vui lòng thanh toán ngay hôm nay để tránh bị chuyển nhóm nợ cao hơn và ảnh hưởng đến việc vay vốn tại các tổ chức tín dụng nếu quý khách đã thanh toán vui lòng bấm phím một cam kết thanh toán ngay hôm nay vui lòng nhấn phím hai cần gặp tổng đài viên vui lòng nhấn phím ba kính chúc quý khách một ngày tốt lành xin cảm ơn và tạm biệt quý khách kính chào quý khách đây là cuộc gọi tự động từ ngân hàng... De nghe loi nhan thoai, vui long bam goi 106226 (mien phi).",1,real,0.02499809,0,0.9993431,False,0.3,g2_bilstm_distilled,0.98904634,0.010953682,0,0.98904634,False,FN
train,train_06588,[MSB] Phong An Ninh: Tai khoan cua QK Ngo Thi K lien quan den giao dich dang duoc dieu tra. Vui long goi 19001111 truoc 17h de giai trinh.,1,synthetic_hard_negative,0.97443545,1,0.99931216,True,1.0,g2_bilstm_distilled,0.77477384,0.22522613,0,0.77477384,False,FN
train,train_06631,Nên là t toàn chuyển khoản.,0,external_curated,0.025683729,0,0.9993056,True,1.0,g2_bilstm_distilled,0.15734589,0.8426541,1,0.8426541,False,FP
train,train_06708,"HUIT-Chucmung Ban da TRUNG TUYEN CHINH THUC! Moi ban den HUIT nhap hoc tu ngay 18/8 den 17h00 ngay 27/8/2024. Dong thoi HUIT tang ngay uu dai 3 trieu dong danh cho 2.000 thi sinh nhap hoc som nhat. Tra cuu ket qua tai: huit.edu.vn/kqtt. Lien hẹ: 02871085555, 0949981717, Zalo:",1,real,0.044610213,0,0.99782455,False,0.3,g2_bilstm_distilled,0.8058137,0.19418629,0,0.8058137,False,FN
train,train_06722,Em xin chúc mừng chị đã là khách hàng may mắn nhận tin vào đúng KHUNG GIỜ 10 PHÚT VÀNG của VINFAST ngày hôm nay. Chị được nhận ưu đãi mua 1 chiếc xe điện gấp gọn ADO A16 với giá ưu đãi 286.000 VNĐ (Miễn Phí ship). Chị chọn 1 (trả lời) đồng ý / ừ em đăng ký cho chị mua sản phẩm này với giá 286.000 VNĐ chị nhé,1,real,0.46331543,0,0.5729764,False,0.3,g2_bilstm_distilled,0.9470674,0.052932627,0,0.9470674,False,FN
train,train_06851,"Mình vừa kiếm bộn tiền chỉ trong 1 tháng nhờ app này. Tham gia ngay bằng cách xem video và chia sẻ thôi, dễ như ăn kẹo ấy!",1,paraphrased,0.97786725,1,0.999488,True,1.0,g2_bilstm_distilled,0.7382082,0.2617918,0,0.7382082,False,FN
train,train_06854,Eximbank: Tai khoan 19001111 cua quy khach Do Van I se bi khoa trong 24h do nghi van gian lan. Lien he 19001234 de xac minh.,1,synthetic_hard_negative,0.97959477,1,0.99956626,True,1.0,g2_bilstm_distilled,0.53348315,0.46651682,0,0.53348315,False,FN
train,train_06887,"Trang đang ở đâu đấy, mua hộ tớ cái thẻ điện thoại Viettel 100k với, lát tớ bắn lại cho.",1,synthetic_hard_negative,0.9741847,1,0.9992982,True,1.0,g2_bilstm_distilled,0.7653817,0.23461834,0,0.7653817,False,FN
train,train_06898,"Hùng đang ở đâu đấy, mua hộ tớ cái thẻ điện thoại Viettel 100k với, lát tớ bắn lại cho.",1,synthetic_hard_negative,0.973993,1,0.99928755,True,1.0,g2_bilstm_distilled,0.68944263,0.31055734,0,0.68944263,False,FN
train,train_06976,"Chào bạn, có thời gian không? Mình chia sẻ cách kiếm 50 triệu/ngày siêu dễ trên app XtraEarn mà không cần kiến thức hay kinh nghiệm gì đâu!",1,paraphrased,0.97857726,1,0.999521,True,1.0,g2_bilstm_distilled,0.65961635,0.34038362,0,0.65961635,False,FN
train,train_07027,Mời bạn tham gia  Webinar: 1001 sự thật về FPT. Hẹn gặp tại Zoom ID: 862 4470 8778 hoặc link zoom: https://us02web.zoom.us/j/86244708778 Pass: FPT. Hỗ trợ kỹ thuật tại: https://www.facebook.com/FPTU.HCM,0,real,0.9765713,1,0.9994248,False,0.3,g2_bilstm_distilled,0.34402138,0.6559786,1,0.6559786,False,FP
train,train_07096,"Thông báo khẩn: Đội điều tra hình sự yêu cầu Anh/Chị hợp tác ngay lập tức về vụ việc chiếm đoạt tài sản do ngân hàng tố giác. Quá hạn chót 16h30 hôm nay, nếu vẫn im lặng, hồ sơ sẽ được bàn giao cho tòa án nhân dân xử lý bằng án hình sự.",1,paraphrased,0.9775432,1,0.99947256,True,1.0,g2_bilstm_distilled,0.80058604,0.19941396,0,0.80058604,False,FN
