sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,source_dataset,source_file,source_row_id,external_source_type,text_variant_type,hard_case_type,review_status,original,normalized
vilexnorm_hardneg_00127,Không cần ra đường mà vẫn ăngg no,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1350,vilexnorm_hard_negative,standard_or_unknown,finance_like,manual_accepted,Không cần ra đường mà vẫn ăngg no,Không cần ra đường mà vẫn ăn no
vilexnorm_hardneg_00128,"nhìn hợp vãi =))))) nhưng mà có ai ghép ảnh st x ysl dc ko, tự nhiên nghĩ ra cái vibe thích ghê chứ hehe",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1355,vilexnorm_hard_negative,abbreviation;slang,sensitive_review,manual_accepted,"nhìn hợp vãi =))))) nhưng mà có ai ghép ảnh st x ysl dc ko, tự nhiên nghĩ ra cái vibe thích ghê chứ hehe","nhìn hợp vãi =))))) nhưng mà có ai ghép ảnh st x ysl được không, tự nhiên nghĩ ra cái vibe thích ghê chứ hehe"
vilexnorm_hardneg_00129,Khách đông chủ zui nvien mệt :))),0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1365,vilexnorm_hard_negative,informal_spelling,job_like,manual_accepted,Khách đông chủ zui nvien mệt :))),Khách đông chủ vui nhân viên mệt :)))
vilexnorm_hardneg_00130,"Nhưng mà khoan, team để Chi  highnote lun hả =)))",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1371,vilexnorm_hard_negative,dialectal_variant;informal_spelling,warning_like,manual_accepted,"Nhưng mà khoan, team để Chi  highnote lun hả =)))","Nhưng mà khoan, team để Chi  highnote luôn hả =)))"
vilexnorm_hardneg_00131,T mang tiếng bạn thân còn chưa bao h gặp mặt cô dâu trong khi cno yêu nhau mấy năm h cưới rồi cơ,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1372,vilexnorm_hard_negative,abbreviation,finance_like,manual_accepted,T mang tiếng bạn thân còn chưa bao h gặp mặt cô dâu trong khi cno yêu nhau mấy năm h cưới rồi cơ,Tôi mang tiếng bạn thân còn chưa bao giờ gặp mặt cô dâu trong khi chúng nó yêu nhau mấy năm giờ cưới rồi cơ
vilexnorm_hardneg_00132,lương 7 củ nên lấy đc vk nghèo.!,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1389,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,lương 7 củ nên lấy đc vk nghèo.!,lương 7 củ nên lấy được vợ nghèo.!
vilexnorm_hardneg_00133,Mình lương hơn 10tr cụ thể là 10tr200 thể nào vẫn lấy đc vợ,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1394,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,Mình lương hơn 10tr cụ thể là 10tr200 thể nào vẫn lấy đc vợ,Mình lương hơn 10tr cụ thể là 10tr200 thể nào vẫn lấy được vợ
vilexnorm_hardneg_00134,"Sắp sinh nhật mình, các b trả nợ mình là vui lắm r",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1402,vilexnorm_hard_negative,standard_or_unknown,finance_like,manual_accepted,"Sắp sinh nhật mình, các b trả nợ mình là vui lắm r","Sắp sinh nhật mình, các bạn trả nợ mình là vui lắm rồi"
vilexnorm_hardneg_00135,"gây tê nửa người nên vẫn nhận thức đc ông bs đang dùng búa phang ầm ầm ở dứi, rồi mùi khét khét thơm thơm khi đốt sụn chêm, lâu lâu lại có mấy câu chửi mấy anh thực tập viên vì đem thiếu dụng cụ r khoan mãi một lỗ mà ko xong :))))",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1409,vilexnorm_hard_negative,teencode;abbreviation;dialectal_variant,warning_like,manual_accepted,"gây tê nửa người nên vẫn nhận thức đc ông bs đang dùng búa phang ầm ầm ở dứi, rồi mùi khét khét thơm thơm khi đốt sụn chêm, lâu lâu lại có mấy câu chửi mấy anh thực tập viên vì đem thiếu dụng cụ r khoan mãi một lỗ mà ko xong :))))","gây tê nửa người nên vẫn nhận thức được ông bác sĩ đang dùng búa phang ầm ầm ở dưới, rồi mùi khét khét thơm thơm khi đốt sụn chêm, lâu lâu lại có mấy câu chửi mấy anh thực tập viên vì đem thiếu dụng cụ rôi khoan mãi một lỗ mà không xong :))))"
vilexnorm_hardneg_00136,"Cứ nhìn mặt khứa này là nhớ tới cái cảnh ổng dô trụ sở công an nói có nàng tiên cá bắt ổng, xong 2 cha công an làm khùng làm điên cười muốn xĩu",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1424,vilexnorm_hard_negative,slang,authority_like,manual_accepted,"Cứ nhìn mặt khứa này là nhớ tới cái cảnh ổng dô trụ sở công an nói có nàng tiên cá bắt ổng, xong 2 cha công an làm khùng làm điên cười muốn xĩu","Cứ nhìn mặt thằng này là nhớ tới cái cảnh ổng vô trụ sở công an nói có nàng tiên cá bắt ổng, xong 2 cha công an làm khùng làm điên cười muốn xỉu"
vilexnorm_hardneg_00138,"mỗi tháng 20 trẹo: 5 trẹo lương cứng , 15 trẹo lương tâm",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1433,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,"mỗi tháng 20 trẹo: 5 trẹo lương cứng , 15 trẹo lương tâm","mỗi tháng 20 triệu: 5 triệu lương cứng , 15 triệu lương tâm"
vilexnorm_hardneg_00139,"Bài này đẹp thật, t xem video chưa dám bật âm thanh nhưng phải công nhận là phần nhìn rất keo",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1439,vilexnorm_hard_negative,abbreviation,sensitive_review,manual_accepted,"Bài này đẹp thật, t xem video chưa dám bật âm thanh nhưng phải công nhận là phần nhìn rất keo","Bài này đẹp thật, tôi xem video chưa dám bật âm thanh nhưng phải công nhận là phần nhìn rất keo"
vilexnorm_hardneg_00141,lý do h ít cho ai vay,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1451,vilexnorm_hard_negative,standard_or_unknown,finance_like,manual_accepted,lý do h ít cho ai vay,lý do giờ ít cho ai vay
vilexnorm_hardneg_00142,"Người ta nợ tiền tao người ta không ngại, k tự giác",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1462,vilexnorm_hard_negative,teencode,finance_like,manual_accepted,"Người ta nợ tiền tao người ta không ngại, k tự giác","Người ta nợ tiền tao người ta không ngại, không tự giác"
vilexnorm_hardneg_00143,"Lương 4-5tr vẫn sống bt,nhưng chỉ là bt lúc khoẻ khoắn,còn lúc bme hay vck hay con cái ốm đau phải di viện,lúc ấy mới thấy đồg tiền mức lương nó qtrong tnao",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1463,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,"Lương 4-5tr vẫn sống bt,nhưng chỉ là bt lúc khoẻ khoắn,còn lúc bme hay vck hay con cái ốm đau phải di viện,lúc ấy mới thấy đồg tiền mức lương nó qtrong tnao","Lương 4-5tr vẫn sống bình thường,nhưng chỉ là bình thường lúc khoẻ khoắn,còn lúc ba mẹ hay vợ chồng hay con cái ốm đau phải đi viện,lúc ấy mới thấy đồng tiền mức lương nó quan trọng thế nào"
vilexnorm_hardneg_00144,"Bọn này nó thích ăn thịt mày thế nhỉ  , cno chế đủ món",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1489,vilexnorm_hard_negative,standard_or_unknown,finance_like,manual_accepted,"Bọn này nó thích ăn thịt mày thế nhỉ  , cno chế đủ món","Bọn này nó thích ăn thịt mày thế nhỉ , chúng nó chế đủ món"
vilexnorm_hardneg_00146,Đúng chất hải phòng ko lòng vòng,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1510,vilexnorm_hard_negative,teencode,sensitive_review,manual_accepted,Đúng chất hải phòng ko lòng vòng,Đúng chất hải phòng không lòng vòng
vilexnorm_hardneg_00148,cho t vay 50tr thôi cũng đc,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1516,vilexnorm_hard_negative,abbreviation,finance_like;money_like,manual_accepted,cho t vay 50tr thôi cũng đc,cho tôi vay 50tr thôi cũng được
vilexnorm_hardneg_00149,méo ai như cha nội đâu,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1530,vilexnorm_hard_negative,standard_or_unknown,sensitive_review,manual_accepted,méo ai như cha nội đâu,đéo ai như cha nội đâu
vilexnorm_hardneg_00150,"ngây thơ thật, bới thức ăn vô duyên vch ra ý, kể cả ở nhà thật thì cũng không nên bới thức ăn c ạ",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1562,vilexnorm_hard_negative,standard_or_unknown,sensitive_review,manual_accepted,"ngây thơ thật, bới thức ăn vô duyên vch ra ý, kể cả ở nhà thật thì cũng không nên bới thức ăn c ạ","ngây thơ thật, bới thức ăn vô duyên vch ra ý, kể cả ở nhà thật thì cũng không nên bới thức ăn cậu ạ"
vilexnorm_hardneg_00151,"Xong đ' hiểu câu chuyện ntn mà bả chốt"" đấy e thấy xem nó 20t đã dc như thế rồi còn e thì vẫn ngồi đây""",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1571,vilexnorm_hard_negative,abbreviation,sensitive_review,manual_accepted,"Xong đ' hiểu câu chuyện ntn mà bả chốt"" đấy e thấy xem nó 20t đã dc như thế rồi còn e thì vẫn ngồi đây""","Xong đéo hiểu câu chuyện ntn mà bả chốt"" đấy em thấy xem nó 20t đã được như thế rồi còn em thì vẫn ngồi đây"""
vilexnorm_hardneg_00152,Nhớ khoá cửa rồi báo cảnh sát nha bạn mở ra cả nhà đi chung vs bạn đấy,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1573,vilexnorm_hard_negative,abbreviation,authority_like,manual_accepted,Nhớ khoá cửa rồi báo cảnh sát nha bạn mở ra cả nhà đi chung vs bạn đấy,Nhớ khoá cửa rồi báo cảnh sát nha bạn mở ra cả nhà đi chung với bạn đấy
vilexnorm_hardneg_00153,cho e vay 500tr ik,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1575,vilexnorm_hard_negative,standard_or_unknown,finance_like;money_like,manual_accepted,cho e vay 500tr ik,cho em vay 500tr đi
vilexnorm_hardneg_00154,"Chết thôi, giới trẻ bây giờ kiểu j ấy bác  ạ, bảo lương 10tr mà còn chê k đủ thì như mình sống thế nào đây",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1581,vilexnorm_hard_negative,teencode;abbreviation,money_like,manual_accepted,"Chết thôi, giới trẻ bây giờ kiểu j ấy bác  ạ, bảo lương 10tr mà còn chê k đủ thì như mình sống thế nào đây","Chết thôi, giới trẻ bây giờ kiểu gì ấy bác ạ, bảo lương 10tr mà còn chê không đủ thì như mình sống thế nào đây"
vilexnorm_hardneg_00155,"dạ mấy chú công an ơi, cháu cũng có đi qua kv An Sương mà cháu hong có quậy phá hay đua xe gì hết, đặc biệt cháu gấc tuân thủ luật giao thông ví dụ như dừng đèn đỏ ạ, hí",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1613,vilexnorm_hard_negative,teencode,authority_like,manual_accepted,"dạ mấy chú công an ơi, cháu cũng có đi qua kv An Sương mà cháu hong có quậy phá hay đua xe gì hết, đặc biệt cháu gấc tuân thủ luật giao thông ví dụ như dừng đèn đỏ ạ, hí","dạ mấy chú công an ơi, cháu cũng có đi qua khu vực An Sương mà cháu không có quậy phá hay đua xe gì hết, đặc biệt cháu rất tuân thủ luật giao thông ví dụ như dừng đèn đỏ ạ, hí"
vilexnorm_hardneg_00156,"Sau khi đạt thành tích tốt ở Seagame, VĐV Nguyễn Thị Oanh nhận được quyết định tăng lương trong thời gian gọi lên tuyển là 7tr500 đồng một tháng, còn khi không lên tuyển thì vẫn giữ như cũ.",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1660,vilexnorm_hard_negative,abbreviation,job_like;money_like,manual_accepted,"Sau khi đạt thành tích tốt ở Seagame, VĐV Nguyễn Thị Oanh nhận được quyết định tăng lương trong thời gian gọi lên tuyển là 7tr500 đồng một tháng, còn khi không lên tuyển thì vẫn giữ như cũ.","Sau khi đạt thành tích tốt ở Seagame, Vận động viên Nguyễn Thị Oanh nhận được quyết định tăng lương trong thời gian gọi lên tuyển là 7tr500 đồng một tháng, còn khi không lên tuyển thì vẫn giữ như cũ."
vilexnorm_hardneg_00157,Không có lương nên k có tiếng nói ạ,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1742,vilexnorm_hard_negative,teencode,money_like,manual_accepted,Không có lương nên k có tiếng nói ạ,Không có lương nên không có tiếng nói ạ
vilexnorm_hardneg_00158,"Xấu mặt dân Hp đi ngta là con gái hô hoán lao đánh đ hiểu nghĩ gì ,mấy ng đánh đ nghĩ rằng ví dụ con gái mình ra đường bị thế thì nghĩ sao ?",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1756,vilexnorm_hard_negative,abbreviation,sensitive_review,manual_accepted,"Xấu mặt dân Hp đi ngta là con gái hô hoán lao đánh đ hiểu nghĩ gì ,mấy ng đánh đ nghĩ rằng ví dụ con gái mình ra đường bị thế thì nghĩ sao ?","Xấu mặt dân Hp đi người ta là con gái hô hoán lao đánh đéo hiểu nghĩ gì ,mấy người đánh đéo nghĩ rằng ví dụ con gái mình ra đường bị thế thì nghĩ sao ?"
vilexnorm_hardneg_00159,Mắc đ gì chê vậy,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1760,vilexnorm_hard_negative,standard_or_unknown,sensitive_review,manual_accepted,Mắc đ gì chê vậy,Mắc đéo gì chê vậy
vilexnorm_hardneg_00160,có hướng nội khum? Có thì mai tui ib mượn xiền,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1765,vilexnorm_hard_negative,standard_or_unknown,contact_like,manual_accepted,có hướng nội khum? Có thì mai tui ib mượn xiền,có hướng nội không? Có thì mai tui ib mượn tiền
vilexnorm_hardneg_00161,Con nào củng thương del nói nhiều :))),0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1845,vilexnorm_hard_negative,standard_or_unknown,sensitive_review,manual_accepted,Con nào củng thương del nói nhiều :))),Con nào cũng thương đéo nói nhiều :)))
vilexnorm_hardneg_00162,ra dẻ r mà đ ai im,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1879,vilexnorm_hard_negative,standard_or_unknown,sensitive_review,manual_accepted,ra dẻ r mà đ ai im,ra vẻ rồi mà đéo ai im
vilexnorm_hardneg_00163,T nghĩ cái điều này từ lớp 8 rùi  nên t thấy hôn nhân nó kì kì quãi dù t ngưỡng mộ thiệt,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1894,vilexnorm_hard_negative,teencode;abbreviation;slang,sensitive_review,manual_accepted,T nghĩ cái điều này từ lớp 8 rùi  nên t thấy hôn nhân nó kì kì quãi dù t ngưỡng mộ thiệt,Tôi nghĩ cái điều này từ lớp 8 rồi nên tôi thấy hôn nhân nó kì kì vãi dù tôi ngưỡng mộ thiệt
vilexnorm_hardneg_00164,"t mua shopee 1k/10 viên thì nghĩ sạch tdn dc nhưng thôi nước xanh nhìn ""sạch mắt"" :)))",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1898,vilexnorm_hard_negative,abbreviation,money_like;sensitive_review,manual_accepted,"t mua shopee 1k/10 viên thì nghĩ sạch tdn dc nhưng thôi nước xanh nhìn ""sạch mắt"" :)))","tôi mua shopee 1k/10 viên thì nghĩ sạch thế đéo nào được nhưng thôi nước xanh nhìn ""sạch mắt"" :)))"
vilexnorm_hardneg_00165,"mong chị cứ rô phòng vip nằm , có người lạ đến thì chị cứ giả vờ ngơ ngác ko biết gì",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1910,vilexnorm_hard_negative,teencode,sensitive_review,manual_accepted,"mong chị cứ rô phòng vip nằm , có người lạ đến thì chị cứ giả vờ ngơ ngác ko biết gì","mong chị cứ rô phòng vip nằm , có người lạ đến thì chị cứ giả vờ ngơ ngác không biết gì"
vilexnorm_hardneg_00166,nhưng mặc áo trắng đi ctruong bẩn v~ lỏn,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1914,vilexnorm_hard_negative,slang,sensitive_review,manual_accepted,nhưng mặc áo trắng đi ctruong bẩn v~ lỏn,nhưng mặc áo trắng đi công trường bẩn vãi lồn
vilexnorm_hardneg_00167,"Tháng 5 trẹo đây, chả đc gì ngoài cái cười cả ngày .",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1933,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,"Tháng 5 trẹo đây, chả đc gì ngoài cái cười cả ngày .","Tháng 5 triệu đây, chả được gì ngoài cái cười cả ngày ."
vilexnorm_hardneg_00168,Moẹ t lương 5 tr lỡ cưới vk rồi thế đợi lên 11 tr cưới thêm được vợ nữa k ạ,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1976,vilexnorm_hard_negative,teencode;abbreviation,money_like,manual_accepted,Moẹ t lương 5 tr lỡ cưới vk rồi thế đợi lên 11 tr cưới thêm được vợ nữa k ạ,Mẹ tôi lương 5 triệu lỡ cưới vợ rồi thế đợi lên 11 triệu cưới thêm được vợ nữa không ạ
vilexnorm_hardneg_00169,Ván cược nhiều điều xuii,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,1987,vilexnorm_hard_negative,standard_or_unknown,gambling_like,manual_accepted,Ván cược nhiều điều xuii,Ván cược nhiều điều xui
vilexnorm_hardneg_00170,"bố mẹ bảo học ngân hàng sau về có người dìu dắt từng bước, chỉ cần đi theo thôi hong chịu, nhất nhất đòi học truyền thông báo chí :))",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2024,vilexnorm_hard_negative,teencode,finance_like,manual_accepted,"bố mẹ bảo học ngân hàng sau về có người dìu dắt từng bước, chỉ cần đi theo thôi hong chịu, nhất nhất đòi học truyền thông báo chí :))","bố mẹ bảo học ngân hàng sau về có người dìu dắt từng bước, chỉ cần đi theo thôi không chịu, nhất nhất đòi học truyền thông báo chí :))"
vilexnorm_hardneg_00172,kêu no gòy mà hay zị quá,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2055,vilexnorm_hard_negative,standard_or_unknown,finance_like,manual_accepted,kêu no gòy mà hay zị quá,kêu no rồi mà hay vậy quá
vilexnorm_hardneg_00173,"Mình cũng vừa chạy lo đi làm kiếm tiền bươm chải cho gia đình, và cũng rảnh háng ở nhà ôm con chơi với con đầu xù tóc rối, ck mình chỉ 1 việc sáng đi làm tối về, cũng chả nt đt nc tâm sự, về nhà cũng lo tắm gội ăn uống ngủ nghỉ, cũng vô tâm vk mệt vk khổ …",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2060,vilexnorm_hard_negative,standard_or_unknown,money_like;cta_like,manual_accepted,"Mình cũng vừa chạy lo đi làm kiếm tiền bươm chải cho gia đình, và cũng rảnh háng ở nhà ôm con chơi với con đầu xù tóc rối, ck mình chỉ 1 việc sáng đi làm tối về, cũng chả nt đt nc tâm sự, về nhà cũng lo tắm gội ăn uống ngủ nghỉ, cũng vô tâm vk mệt vk khổ …","Mình cũng vừa chạy lo đi làm kiếm tiền bươn chải cho gia đình, và cũng rảnh háng ở nhà ôm con chơi với con đầu xù tóc rối, chồng mình chỉ 1 việc sáng đi làm tối về, cũng chả nhắn tin điện thoại nói chuyện tâm sự, về nhà cũng lo tắm gội ăn uống ngủ nghỉ, cũng vô tâm vợ mệt vợ khổ …"
vilexnorm_hardneg_00174,"lương ks 3000 , thấy các bạn trẻ kiếm tiền dễ ghê",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2074,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,"lương ks 3000 , thấy các bạn trẻ kiếm tiền dễ ghê","lương kỹ sư 3000 , thấy các bạn trẻ kiếm tiền dễ ghê"
vilexnorm_hardneg_00175,đi vệ sinh với cảm giác xoang chảnh của vàng 24k,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2076,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,đi vệ sinh với cảm giác xoang chảnh của vàng 24k,đi vệ sinh với cảm giác sang chảnh của vàng 24k
vilexnorm_hardneg_00176,Mà nghe nhiều vụ án mới thấy công an mình giỏi nhg cũng nhờ dân mình quá nhiệt tình trình báo luôn,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2083,vilexnorm_hard_negative,standard_or_unknown,authority_like,manual_accepted,Mà nghe nhiều vụ án mới thấy công an mình giỏi nhg cũng nhờ dân mình quá nhiệt tình trình báo luôn,Mà nghe nhiều vụ án mới thấy công an mình giỏi nhưng cũng nhờ dân mình quá nhiệt tình trình báo luôn
vilexnorm_hardneg_00177,Tòa án hay CA làm việc sẽ có giấy tờ bằng văn bản gửi về nhà chứ không thông báo qua cái tin nhắn vớ vẩn này đâu.,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2084,vilexnorm_hard_negative,standard_or_unknown,authority_like,manual_accepted,Tòa án hay CA làm việc sẽ có giấy tờ bằng văn bản gửi về nhà chứ không thông báo qua cái tin nhắn vớ vẩn này đâu.,Tòa án hay Công An làm việc sẽ có giấy tờ bằng văn bản gửi về nhà chứ không thông báo qua cái tin nhắn vớ vẩn này đâu.
vilexnorm_hardneg_00178,đ hiểu tên m lại loé lên,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2094,vilexnorm_hard_negative,abbreviation,sensitive_review,manual_accepted,đ hiểu tên m lại loé lên,đéo hiểu tên mày lại loé lên
vilexnorm_hardneg_00179,"Nó nói đúng còn gì, Làm sếp mà ko biết thân biêt phận, để nhân viên ngta phải nhắc =))",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2103,vilexnorm_hard_negative,teencode,job_like,manual_accepted,"Nó nói đúng còn gì, Làm sếp mà ko biết thân biêt phận, để nhân viên ngta phải nhắc =))","Nó nói đúng còn gì, làm sếp mà không biết thân biết phận, để nhân viên người ta phải nhắc =))"
vilexnorm_hardneg_00180,"Chứ cưới xong thì vợ/chồng cũng là gia đình riêng của mình rồi, làm sao có thể mù quáng bất chấp tin người nhà xong chửi/giận ngược bạn đời hay đòi ly hôn nvay được.",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2115,vilexnorm_hard_negative,abbreviation,finance_like,manual_accepted,"Chứ cưới xong thì vợ/chồng cũng là gia đình riêng của mình rồi, làm sao có thể mù quáng bất chấp tin người nhà xong chửi/giận ngược bạn đời hay đòi ly hôn nvay được.","Chứ cưới xong thì vợ/chồng cũng là gia đình riêng của mình rồi, làm sao có thể mù quáng bất chấp tin người nhà xong chửi/giận ngược bạn đời hay đòi ly hôn như vậy được."
vilexnorm_hardneg_00181,( còn chưa biết đề thi) thế méo nào về soát 7.5 hoá,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2123,vilexnorm_hard_negative,standard_or_unknown,sensitive_review,manual_accepted,( còn chưa biết đề thi) thế méo nào về soát 7.5 hoá,( còn chưa biết đề thi) thế đéo nào về soát 7.5 hoá
vilexnorm_hardneg_00182,Nước đi này tại hạ đ lường trước được,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2125,vilexnorm_hard_negative,abbreviation,sensitive_review,manual_accepted,Nước đi này tại hạ đ lường trước được,Nước đi này tại hạ đéo lường trước được
vilexnorm_hardneg_00183,chồng t lương 4tr vẫn tung tăng sống chung với vợ và 2 con,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2152,vilexnorm_hard_negative,abbreviation,money_like,manual_accepted,chồng t lương 4tr vẫn tung tăng sống chung với vợ và 2 con,chồng tôi lương 4tr vẫn tung tăng sống chung với vợ và 2 con
vilexnorm_hardneg_00184,tui mượn bạn 500 nghìn bạn đã bẩu bạn không quen tui,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2153,vilexnorm_hard_negative,standard_or_unknown,money_like,manual_accepted,tui mượn bạn 500 nghìn bạn đã bẩu bạn không quen tui,tui mượn bạn 500 nghìn bạn đã bảo bạn không quen tui
vilexnorm_hardneg_00185,"Xong cái bà hỏi sao h lớn lên m xấu như này, nét ngày xưa đi đâu hết rồi, sao m càng lớn càng xú à  Khóc vaizz",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2158,vilexnorm_hard_negative,abbreviation;slang,sensitive_review,manual_accepted,"Xong cái bà hỏi sao h lớn lên m xấu như này, nét ngày xưa đi đâu hết rồi, sao m càng lớn càng xú à  Khóc vaizz","Xong cái bà hỏi sao giờ lớn lên mày xấu như này, nét ngày xưa đi đâu hết rồi, sao mày càng lớn càng xấu à  Khóc vãi"
vilexnorm_hardneg_00186,Hoặc làm thân với anh CA khu vực để khi nào có chuyện gọi cái đến nuôb,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vilexnorm,data/external/vilexnorm/raw/train.csv,2162,vilexnorm_hard_negative,standard_or_unknown,authority_like,manual_accepted,Hoặc làm thân với anh CA khu vực để khi nào có chuyện gọi cái đến nuôb,hoặc là làm thân với anh công an khu vực để khi nào có chuyện gọi cái đến luôn
