review_key,sample_id,decision,review_note,reviewed_at,source_dataset,source_file,source_row_id,content,normalized,hard_case_type,flags,filter_reason,reject_reason
"vilexnorm|data/external/vilexnorm/raw/train.csv|1898|t mua shopee 1k/10 viên thì nghĩ sạch tdn dc nhưng thôi nước xanh nhìn ""sạch mắt"" :)))",vilexnorm_hardneg_00164,accept,,2026-05-21T03:32:29+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,1898,"t mua shopee 1k/10 viên thì nghĩ sạch tdn dc nhưng thôi nước xanh nhìn ""sạch mắt"" :)))","tôi mua shopee 1k/10 viên thì nghĩ sạch thế đéo nào được nhưng thôi nước xanh nhìn ""sạch mắt"" :)))",money_like;sensitive_review,has_abbreviation;has_money_amount;has_sensitive_review_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|1910|mong chị cứ rô phòng vip nằm , có người lạ đến thì chị cứ giả vờ ngơ ngác ko biết gì",vilexnorm_hardneg_00165,accept,,2026-05-21T03:32:32+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,1910,"mong chị cứ rô phòng vip nằm , có người lạ đến thì chị cứ giả vờ ngơ ngác ko biết gì","mong chị cứ rô phòng vip nằm , có người lạ đến thì chị cứ giả vờ ngơ ngác không biết gì",sensitive_review,has_sensitive_review_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|1914|nhưng mặc áo trắng đi ctruong bẩn v~ lỏn,vilexnorm_hardneg_00166,accept,,2026-05-21T03:32:34+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,1914,nhưng mặc áo trắng đi ctruong bẩn v~ lỏn,nhưng mặc áo trắng đi công trường bẩn vãi lồn,sensitive_review,has_sensitive_review_keyword;has_slang,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|1933|Tháng 5 trẹo đây, chả đc gì ngoài cái cười cả ngày .",vilexnorm_hardneg_00167,accept,,2026-05-21T03:32:36+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,1933,"Tháng 5 trẹo đây, chả đc gì ngoài cái cười cả ngày .","Tháng 5 triệu đây, chả được gì ngoài cái cười cả ngày .",money_like,has_abbreviation;has_money_amount,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|1976|Moẹ t lương 5 tr lỡ cưới vk rồi thế đợi lên 11 tr cưới thêm được vợ nữa k ạ,vilexnorm_hardneg_00168,accept,,2026-05-21T03:32:37+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,1976,Moẹ t lương 5 tr lỡ cưới vk rồi thế đợi lên 11 tr cưới thêm được vợ nữa k ạ,Mẹ tôi lương 5 triệu lỡ cưới vợ rồi thế đợi lên 11 triệu cưới thêm được vợ nữa không ạ,money_like,has_abbreviation;has_money_amount;has_money_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|1987|Ván cược nhiều điều xuii,vilexnorm_hardneg_00169,accept,,2026-05-21T03:32:51+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,1987,Ván cược nhiều điều xuii,Ván cược nhiều điều xui,gambling_like,has_gambling_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2024|bố mẹ bảo học ngân hàng sau về có người dìu dắt từng bước, chỉ cần đi theo thôi hong chịu, nhất nhất đòi học truyền thông báo chí :))",vilexnorm_hardneg_00170,accept,,2026-05-21T03:32:53+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2024,"bố mẹ bảo học ngân hàng sau về có người dìu dắt từng bước, chỉ cần đi theo thôi hong chịu, nhất nhất đòi học truyền thông báo chí :))","bố mẹ bảo học ngân hàng sau về có người dìu dắt từng bước, chỉ cần đi theo thôi không chịu, nhất nhất đòi học truyền thông báo chí :))",finance_like,has_finance_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2032|nhìn khó chịu vãi ò  sao mấy ông có thể chịu đựng được việc kinh khủng như cắt đôi cuốn sách ra nhở,vilexnorm_hardneg_00171,reject,,2026-05-21T03:32:59+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2032,nhìn khó chịu vãi ò  sao mấy ông có thể chịu đựng được việc kinh khủng như cắt đôi cuốn sách ra nhở,nhìn khó chịu vãi ò  sao mấy ông có thể chịu đựng được việc kinh khủng như cắt đôi cuốn sách ra nhỉ,sensitive_review,has_abbreviation;has_sensitive_review_keyword;has_slang;has_soft_job_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2055|kêu no gòy mà hay zị quá,vilexnorm_hardneg_00172,accept,,2026-05-21T03:33:01+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2055,kêu no gòy mà hay zị quá,kêu no rồi mà hay vậy quá,finance_like,has_finance_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2060|Mình cũng vừa chạy lo đi làm kiếm tiền bươm chải cho gia đình, và cũng rảnh háng ở nhà ôm con chơi với con đầu xù tóc rối, ck mình chỉ 1 việc sáng đi làm tối về, cũng chả nt đt nc tâm sự, về nhà cũng lo tắm gội ăn uống ngủ nghỉ, cũng vô tâm vk mệt vk khổ …",vilexnorm_hardneg_00173,accept,,2026-05-21T03:33:07+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2060,"Mình cũng vừa chạy lo đi làm kiếm tiền bươm chải cho gia đình, và cũng rảnh háng ở nhà ôm con chơi với con đầu xù tóc rối, ck mình chỉ 1 việc sáng đi làm tối về, cũng chả nt đt nc tâm sự, về nhà cũng lo tắm gội ăn uống ngủ nghỉ, cũng vô tâm vk mệt vk khổ …","Mình cũng vừa chạy lo đi làm kiếm tiền bươn chải cho gia đình, và cũng rảnh háng ở nhà ôm con chơi với con đầu xù tóc rối, chồng mình chỉ 1 việc sáng đi làm tối về, cũng chả nhắn tin điện thoại nói chuyện tâm sự, về nhà cũng lo tắm gội ăn uống ngủ nghỉ, cũng vô tâm vợ mệt vợ khổ …",money_like;cta_like,has_money_keyword;has_soft_cta_keyword;long_for_clean,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2074|lương ks 3000 , thấy các bạn trẻ kiếm tiền dễ ghê",vilexnorm_hardneg_00174,accept,,2026-05-21T03:33:09+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2074,"lương ks 3000 , thấy các bạn trẻ kiếm tiền dễ ghê","lương kỹ sư 3000 , thấy các bạn trẻ kiếm tiền dễ ghê",money_like,has_money_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2076|đi vệ sinh với cảm giác xoang chảnh của vàng 24k,vilexnorm_hardneg_00175,accept,,2026-05-21T03:33:13+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2076,đi vệ sinh với cảm giác xoang chảnh của vàng 24k,đi vệ sinh với cảm giác sang chảnh của vàng 24k,money_like,has_money_amount,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2083|Mà nghe nhiều vụ án mới thấy công an mình giỏi nhg cũng nhờ dân mình quá nhiệt tình trình báo luôn,vilexnorm_hardneg_00176,accept,,2026-05-21T03:33:26+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2083,Mà nghe nhiều vụ án mới thấy công an mình giỏi nhg cũng nhờ dân mình quá nhiệt tình trình báo luôn,Mà nghe nhiều vụ án mới thấy công an mình giỏi nhưng cũng nhờ dân mình quá nhiệt tình trình báo luôn,authority_like,has_authority_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2084|Tòa án hay CA làm việc sẽ có giấy tờ bằng văn bản gửi về nhà chứ không thông báo qua cái tin nhắn vớ vẩn này đâu.,vilexnorm_hardneg_00177,accept,,2026-05-21T03:33:27+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2084,Tòa án hay CA làm việc sẽ có giấy tờ bằng văn bản gửi về nhà chứ không thông báo qua cái tin nhắn vớ vẩn này đâu.,Tòa án hay Công An làm việc sẽ có giấy tờ bằng văn bản gửi về nhà chứ không thông báo qua cái tin nhắn vớ vẩn này đâu.,authority_like,has_authority_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2094|đ hiểu tên m lại loé lên,vilexnorm_hardneg_00178,accept,,2026-05-21T03:33:29+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2094,đ hiểu tên m lại loé lên,đéo hiểu tên mày lại loé lên,sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2103|Nó nói đúng còn gì, Làm sếp mà ko biết thân biêt phận, để nhân viên ngta phải nhắc =))",vilexnorm_hardneg_00179,accept,,2026-05-21T03:33:32+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2103,"Nó nói đúng còn gì, Làm sếp mà ko biết thân biêt phận, để nhân viên ngta phải nhắc =))","Nó nói đúng còn gì, làm sếp mà không biết thân biết phận, để nhân viên người ta phải nhắc =))",job_like,has_job_keyword;has_teencode,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2115|Chứ cưới xong thì vợ/chồng cũng là gia đình riêng của mình rồi, làm sao có thể mù quáng bất chấp tin người nhà xong chửi/giận ngược bạn đời hay đòi ly hôn nvay được.",vilexnorm_hardneg_00180,accept,,2026-05-21T03:33:34+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2115,"Chứ cưới xong thì vợ/chồng cũng là gia đình riêng của mình rồi, làm sao có thể mù quáng bất chấp tin người nhà xong chửi/giận ngược bạn đời hay đòi ly hôn nvay được.","Chứ cưới xong thì vợ/chồng cũng là gia đình riêng của mình rồi, làm sao có thể mù quáng bất chấp tin người nhà xong chửi/giận ngược bạn đời hay đòi ly hôn như vậy được.",finance_like,has_abbreviation;has_finance_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2123|( còn chưa biết đề thi) thế méo nào về soát 7.5 hoá,vilexnorm_hardneg_00181,accept,,2026-05-21T03:33:37+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2123,( còn chưa biết đề thi) thế méo nào về soát 7.5 hoá,( còn chưa biết đề thi) thế đéo nào về soát 7.5 hoá,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2125|Nước đi này tại hạ đ lường trước được,vilexnorm_hardneg_00182,accept,,2026-05-21T03:33:39+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2125,Nước đi này tại hạ đ lường trước được,Nước đi này tại hạ đéo lường trước được,sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2152|chồng t lương 4tr vẫn tung tăng sống chung với vợ và 2 con,vilexnorm_hardneg_00183,accept,,2026-05-21T03:33:40+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2152,chồng t lương 4tr vẫn tung tăng sống chung với vợ và 2 con,chồng tôi lương 4tr vẫn tung tăng sống chung với vợ và 2 con,money_like,has_abbreviation;has_money_amount;has_money_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2153|tui mượn bạn 500 nghìn bạn đã bẩu bạn không quen tui,vilexnorm_hardneg_00184,accept,,2026-05-21T03:33:42+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2153,tui mượn bạn 500 nghìn bạn đã bẩu bạn không quen tui,tui mượn bạn 500 nghìn bạn đã bảo bạn không quen tui,money_like,has_money_amount,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2158|Xong cái bà hỏi sao h lớn lên m xấu như này, nét ngày xưa đi đâu hết rồi, sao m càng lớn càng xú à  Khóc vaizz",vilexnorm_hardneg_00185,accept,,2026-05-21T03:33:45+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2158,"Xong cái bà hỏi sao h lớn lên m xấu như này, nét ngày xưa đi đâu hết rồi, sao m càng lớn càng xú à  Khóc vaizz","Xong cái bà hỏi sao giờ lớn lên mày xấu như này, nét ngày xưa đi đâu hết rồi, sao mày càng lớn càng xấu à  Khóc vãi",sensitive_review,has_abbreviation;has_sensitive_review_keyword;has_slang,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2162|Hoặc làm thân với anh CA khu vực để khi nào có chuyện gọi cái đến nuôb,vilexnorm_hardneg_00186,accept,,2026-05-21T03:33:47+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2162,Hoặc làm thân với anh CA khu vực để khi nào có chuyện gọi cái đến nuôb,hoặc là làm thân với anh công an khu vực để khi nào có chuyện gọi cái đến luôn,authority_like,has_authority_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2194|Mong đc lương 10 củ còn ko có chỗ nào chứa đây,vilexnorm_hardneg_00187,accept,,2026-05-21T03:33:48+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2194,Mong đc lương 10 củ còn ko có chỗ nào chứa đây,Mong đượ lương 10 củ còn không có chỗ nào chứa đây,money_like,has_abbreviation;has_money_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2208|Lương bn ko quan trọng mà quan trọng mức sống của GĐ bạn bn và khả năng phát triển của vkck bạn là bn để lo cho tương lai con cái,vilexnorm_hardneg_00188,accept,,2026-05-21T03:33:51+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2208,Lương bn ko quan trọng mà quan trọng mức sống của GĐ bạn bn và khả năng phát triển của vkck bạn là bn để lo cho tương lai con cái,Lương bao nhiêu không quan trọng mà quan trọng mức sống của gia đình bạn bao nhiêu và khả năng phát triển của vợ chồng bạn là bao nhiêu để lo cho tương lai con cái,money_like,has_money_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2218|cf sao quay phòng chi z,vilexnorm_hardneg_00189,accept,,2026-05-21T03:33:54+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2218,cf sao quay phòng chi z,cà phê sao quay phòng chi vậy,sensitive_review,has_dialectal_variant;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2221|dâu da chỗ t 5k/túi to,vilexnorm_hardneg_00190,accept,,2026-05-21T03:33:57+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2221,dâu da chỗ t 5k/túi to,dâu da chỗ tôi 5k/túi to,money_like,has_abbreviation;has_money_amount,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2248|Hãy cố gắng kiếm tiền lo cs của mình, của con,  vì ck mà bạn bỏ cv, hy sinh họ cũng chả b đâu, thẳng thắn vs ck tìm nút thắt mà gq, đừng mơ ng đó thương mình",vilexnorm_hardneg_00191,accept,,2026-05-21T03:33:59+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2248,"Hãy cố gắng kiếm tiền lo cs của mình, của con,  vì ck mà bạn bỏ cv, hy sinh họ cũng chả b đâu, thẳng thắn vs ck tìm nút thắt mà gq, đừng mơ ng đó thương mình","Hãy cố gắng kiếm tiền lo cuộc sống của mình, của con,  vì chồng mà bạn bỏ công việc, hy sinh họ cũng chả biết đâu, thẳng thắn vs chồng tìm nút thắt mà gỡ, đừng mơ người đó thương mình",money_like;job_like,has_abbreviation;has_money_keyword;has_soft_job_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2273|nhma tại tính chất công việc cũng chạy đi miếc ko có ở văn phòng chung với mọi người nên h zô cũng quen r, ai nói j cười đó thui chứ sao h, từ từ rồi cũng sẽ làm quen đc thui cố lên, mình dễ thương mà kkkkkk",vilexnorm_hardneg_00192,accept,,2026-05-21T03:34:01+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2273,"nhma tại tính chất công việc cũng chạy đi miếc ko có ở văn phòng chung với mọi người nên h zô cũng quen r, ai nói j cười đó thui chứ sao h, từ từ rồi cũng sẽ làm quen đc thui cố lên, mình dễ thương mà kkkkkk","nhưng mà tại tính chất công việc cũng chạy đi miết không có ở văn phòng chung với mọi người nên giờ vô cũng quen rồi, ai nói gì cười đó thôi chứ sao giờ, từ từ rồi cũng sẽ làm quen được thôi cố lên, mình dễ thương mà kkkkkk",sensitive_review,has_abbreviation;has_sensitive_review_keyword;has_soft_job_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2281|đúng là ng hải phòng ko lòng vòng,vilexnorm_hardneg_00193,accept,,2026-05-21T03:37:46+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2281,đúng là ng hải phòng ko lòng vòng,đúng là người hải phòng không lòng vòng,sensitive_review,has_abbreviation;has_sensitive_review_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2298|“ hqua t mới gửi giấy nợ về cho bà già t trả “,vilexnorm_hardneg_00194,accept,,2026-05-21T03:37:48+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2298,“ hqua t mới gửi giấy nợ về cho bà già t trả “,“ hôm qua tôi mới gửi giấy nợ về cho bà già tôi trả “,finance_like,has_abbreviation;has_finance_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2312|Đọc lại lần thứ n vẫn cười đ chịu được,vilexnorm_hardneg_00195,accept,,2026-05-21T03:37:50+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2312,Đọc lại lần thứ n vẫn cười đ chịu được,Đọc lại lần thứ n vẫn cười đéo chịu được,sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2321|Ôi trưởng phòng cty t lên NEU rồi,vilexnorm_hardneg_00196,accept,,2026-05-21T03:37:52+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2321,Ôi trưởng phòng cty t lên NEU rồi,Ôi trưởng phòng công ty tôi lên NEU rồi,sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2385|may mình là con gái chứ ko lương < 5 trẹo mà lỡ đẻ moẹ 2 -3 đứa liền!,vilexnorm_hardneg_00197,accept,,2026-05-21T03:37:54+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2385,may mình là con gái chứ ko lương < 5 trẹo mà lỡ đẻ moẹ 2 -3 đứa liền!,may mình là con gái chứ không lương < 5 triệu mà lỡ đẻ mẹ 2 -3 đứa liền!,money_like,has_money_amount;has_money_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2400|đừng làm t cười nữa t vừa xem video,vilexnorm_hardneg_00198,accept,,2026-05-21T03:37:58+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2400,đừng làm t cười nữa t vừa xem video,đừng làm tôi cười nữa tôi vừa xem video,sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2407|Nghèo như mình ko thấy ai hỏi vay,vilexnorm_hardneg_00199,accept,,2026-05-21T03:38:00+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2407,Nghèo như mình ko thấy ai hỏi vay,Nghèo như mình không thấy ai hỏi vay,finance_like,has_finance_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2413|Thế là vẫn dc lấy vợ chứ k phải độc thân như mấy bạn lương 10tr,vilexnorm_hardneg_00200,accept,,2026-05-21T03:38:03+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2413,Thế là vẫn dc lấy vợ chứ k phải độc thân như mấy bạn lương 10tr,Thế là vẫn được lấy vợ chứ không phải độc thân như mấy bạn lương 10tr,money_like,has_abbreviation;has_money_amount;has_money_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2424|Px hiền từ đưa cho 1 cọc 1 nghìn,vilexnorm_hardneg_00201,accept,,2026-05-21T03:38:06+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2424,Px hiền từ đưa cho 1 cọc 1 nghìn,Phải hiền từ đưa cho 1 cọc 1 nghìn,money_like,has_money_amount,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2429|Ít nhất có ng nhắc để đc điểm t đếu ai nhắc:]],vilexnorm_hardneg_00202,accept,,2026-05-21T03:38:11+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2429,Ít nhất có ng nhắc để đc điểm t đếu ai nhắc:]],Ít nhất có người nhắc để được điểm tôi đéo ai nhắc:]],sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2464|Mình không có thời gian xem hết video, thế là vẫn đang tranh chấp nuôi con hay là toà xử ông kia được quyền nuôi rồi hả mn?",vilexnorm_hardneg_00203,reject,,2026-05-21T03:38:17+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2464,"Mình không có thời gian xem hết video, thế là vẫn đang tranh chấp nuôi con hay là toà xử ông kia được quyền nuôi rồi hả mn?","Mình không có thời gian xem hết video, thế là vẫn đang tranh chấp nuôi con hay là toà xử ông kia được quyền nuôi rồi hả mọi người?",sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2469|Rút kinh nghiệm lần sau y anh khác nhớ ăn no bụng trc khi đến nhà Ny nhé,vilexnorm_hardneg_00204,accept,,2026-05-21T03:38:21+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2469,Rút kinh nghiệm lần sau y anh khác nhớ ăn no bụng trc khi đến nhà Ny nhé,Rút kinh nghiệm lần sau yêu anh khác nhớ ăn no bụng trước khi đến nhà người yêu nhé,finance_like,has_abbreviation;has_finance_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2482|chị cũng nũng nịu íu đúi nhờ vả chồng đi xong nịnh nọt khen ngợi mấy anh đồng nghiệp chồng lôi kéo đồng minh chọc tức lại chơi  chị cứ dùng hành động chọc tức lại cho zui chứ ko phải nói gì sất, đề phòng nói xong chị A lại ra vẻ đáng thương thì mình thiệt á =)))))",vilexnorm_hardneg_00205,accept,,2026-05-21T03:38:25+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2482,"chị cũng nũng nịu íu đúi nhờ vả chồng đi xong nịnh nọt khen ngợi mấy anh đồng nghiệp chồng lôi kéo đồng minh chọc tức lại chơi  chị cứ dùng hành động chọc tức lại cho zui chứ ko phải nói gì sất, đề phòng nói xong chị A lại ra vẻ đáng thương thì mình thiệt á =)))))","chị cũng nũng nịu yếu đuối nhờ vả chồng đi xong nịnh nọt khen ngợi mấy anh đồng nghiệp chồng lôi kéo đồng minh chọc tức lại chơi  chị cứ dùng hành động chọc tức lại cho vui chứ không phải nói gì sất, đề phòng nói xong chị A lại ra vẻ đáng thương thì mình thiệt á =)))))",sensitive_review,has_informal_spelling;has_sensitive_review_keyword;has_teencode;long_for_clean,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2500|Mẹ con gọi nhau nvay là bth mà tr , tui còn gọi mẹ tui là c hai rồi đủ kiểu nữa",vilexnorm_hardneg_00206,reject,,2026-05-21T03:39:34+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2500,"Mẹ con gọi nhau nvay là bth mà tr , tui còn gọi mẹ tui là c hai rồi đủ kiểu nữa","Mẹ con gọi nhau như vậy là bình thường mà trời , tui còn gọi mẹ tui là chị hai rồi đủ kiểu nữa",finance_like,has_finance_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2504|Ủa nma trừ quả chanh thì đồ cắt dở hay vd thức ăn dư bỏ tủ phải bọc lại chứ ạ, giả sử ko dùng màng bọc tp thì cũng phải cho vô hộp hoặc bỏ túi bóng buộc lại chứ ta, sợ mùi các thứ ám nhau vs nhiễm khuẩn chéo lắm",vilexnorm_hardneg_00207,accept,,2026-05-21T03:39:39+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2504,"Ủa nma trừ quả chanh thì đồ cắt dở hay vd thức ăn dư bỏ tủ phải bọc lại chứ ạ, giả sử ko dùng màng bọc tp thì cũng phải cho vô hộp hoặc bỏ túi bóng buộc lại chứ ta, sợ mùi các thứ ám nhau vs nhiễm khuẩn chéo lắm","Ủa nhưng mà trừ quả chanh thì đồ cắt dở hay vãi đáy thức ăn dư bỏ tủ phải bọc lại chứ ạ, giả sử không dùng màng bọc thực phẩm thì cũng phải cho vô hộp hoặc bỏ túi bóng buộc lại chứ ta, sợ mùi các thứ ám nhau với nhiễm khuẩn chéo lắm",sensitive_review,has_abbreviation;has_sensitive_review_keyword;has_slang;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2507|đúm nhận sai đ cãi,vilexnorm_hardneg_00208,accept,,2026-05-21T03:39:42+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2507,đúm nhận sai đ cãi,đúng nhận sai đéo cãi,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2522|Móa có hứng quá thì ra QL60 mà ăn gà, mới lớp 8 cũng đéo tha nữa",vilexnorm_hardneg_00209,accept,,2026-05-21T03:39:44+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2522,"Móa có hứng quá thì ra QL60 mà ăn gà, mới lớp 8 cũng đéo tha nữa","Má có hứng quá thì ra QL60 mà ăn gà, mới lớp 8 cũng đéo tha nữa",sensitive_review,has_sensitive_review_keyword;has_slang,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2568|nghe bà kể mà t sướng vcl,vilexnorm_hardneg_00210,accept,,2026-05-21T03:39:46+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2568,nghe bà kể mà t sướng vcl,nghe bà kể mà tôi sướng vcl,sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2587|mình còn đ có app tiktok nên m nghèo vcl,vilexnorm_hardneg_00211,accept,,2026-05-21T03:39:47+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2587,mình còn đ có app tiktok nên m nghèo vcl,mình còn đéo có app tiktok nên mình nghèo vcl,sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|2603|Éo sao vẫn có vợ 2 con,vilexnorm_hardneg_00212,accept,,2026-05-21T03:39:54+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2603,Éo sao vẫn có vợ 2 con,Đéo sao vẫn có vợ 2 con,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|2629|K là e quên luôn đó, rồi lại mang tiếng có nợ mà k muốn trả",vilexnorm_hardneg_00213,accept,,2026-05-21T03:39:56+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,2629,"K là e quên luôn đó, rồi lại mang tiếng có nợ mà k muốn trả","Không là em quên luôn đó, rồi lại mang tiếng có nợ mà không muốn trả",finance_like,has_finance_keyword;has_teencode,risk_surface_without_strong_reject,
