content,label,has_url,has_phone_number,sender_type,category,level
H.C.M.-.Z.a.l.o.k.e.t.b.a.n.v.o.i.e.m.t.i.m.h.i.e.u.n.h.e.z.a.l.o.m.e/g/hcm_tim_I6k,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion
"H;N:T,e;l,e;g,r;a,m-T;a;j:k;h,u;a;n:ä;n;h:d;u;0,k:v;a;0:n;h,0;m-t.me/hn_check_J9q",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars
DN-Telegram_U-u_d-a-i_m-o-i_v-i-e-n_t.me/dn_promo_K5t,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion
H.N.-.Z.a.l.o.a.n.h.o.i.e.m.c.o.d.o.n.q.u.a.d.i.z.a.l.o.m.e/g/hn_co_L4z,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion
"H,C,M:T,e;l;e;g,r;a,m-E;m:X;j,n;h:ä;h:c;0:m;u;0,n:g;a;p:k;0-t.me/hcm_meet_M2a",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars
HN-Zalo_M-o-i_a-n-h_v-a-o_g-r-o-u-p_z-a-l-o_zalo.me/g/hn_gr_N7u,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion
D.N.-.T.e.l.e.g.r.a.m.g.a.i.x.i.n.h.d.a.n.a.n.g.g.o.i.t.m.e/dn_call_X1v,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion
"H;N:Z,a;l,o-K;e;t:B;a,n:ä;n;h:0;j:e;m:0:H;N:zalo.me/g/hn_em_P8n",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars
HCM-Telegram_B-o-d-y_c-u-c_c-h-u-a-n_m-o-i_a-n-h_t.me/hcm_body_Q9w,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion
H.N.-.Z.a.l.o.e.m.l.a.s.i.n.h.v.i.e.n.v.u.a.r.a.t.r.u.o.n.g.z.a.l.o.m.e/g/hn_sv_new_R2k,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion
"D,N:T,e;l,e;g,r;a,m-ä;n;h:ä;y:ä;n:ä;n:v;a;0:ä;y:n;e-t.me/dn_here_S5m",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars
HN-Zalo_D-a-p_u-n-g_m-o-i_y-e-u_c-a-u_zalo.me/g/hn_req_T6j,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion
H.C.M.-.T.e.l.e.g.r.a.m.x.e.m.h.i.n.h.e.m.2.k.t.m.e/hcm_2k_U8i,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion
"H,N:Z,a;l,o-C;0:ä;n;h:n;a;0:m;u;0,n:ä;y:k;0-zalo.me/g/hn_any_V3o",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars
DN-Telegram_D-i-c-h_v-u_t-a-n_n-o-i_P-V_t.me/dn_home_W4y,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion
H.N.-.T.e.l.e.g.r.a.m.e.m.d.a.n.g.o.H.a.n.o.i.t.m.e/hn_wait_X1p,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion
"H,C,M:Z,a;l,o-ä;n;h:v;a;0:ä;y:v;0;j:e;m:n;h;e-zalo.me/g/hcm_go_Y9t",1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars
HN-Telegram_T-i-m_d-o-i_t-a-c_k-i-n-h_d-a-o_t.me/hn_partner_Z2s,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion
"Amazon cần tuyển nhân viên xử lý đơn đặt hàng TMĐT. Thu nhập từ 500k~3000k/ngày. Yêu cầu 23-65 tuổi, làm việc tại nhà. Liên hệ Zalo: zalo.me/84901234567 Zalo: 84901234567",1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
"T1kt0k tuyen nh4n vien lam v13c tai nha. Thu nh4p 800.000đ/ngay. Th4o t4c don gi4n, nhan tien s4u 15 phut. Lien he Zalo: zalo.me/84912345678 Zalo: 84912345678",1,1,1,personal_number,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
Sh0p33 tuy3n g4p nv xu ly d0n v4 z4nh j14 s4n f4m tai nh4. Thu nhap 350-999k/ngay. Tu01 22-60. Khong can k1nh ngh13m. Dang ky: zalo.me/84923456789,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
"Lazada tuyển nhân viên xử lý đơn và đánh giá sản phẩm tại nhà. Thu nhập 500k-1.5tr/ngày. Không cần kinh nghiệm, có người hướng dẫn. Đăng ký: zalo.me/84934567890",1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
Tiki dang tuyen so luong l0n nh4n vien d4t hang n4ng thuy hang cua hang. Luy0n t4p kiem 800k/ngay. Tuoi 23-65. Zalo: 84945678901,1,0,1,personal_number,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
3B4y tuy3n nv xu ly z0n hang TMZT tai nh4. Luy0ng 500k-3000k/nj4y. Tu01 22-60. Th4o t4c z0n j14n. Lien he: zalo.me/84956789012 Z4l0: 84956789012,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
"Tôi là trưởng phòng nhân sự của Cty HVS, tuyển nhân viên bán thời gian. Thu nhập 500k-1tr/ngày. Làm tại nhà, tuổi 22-65. Zalo: zalo.me/84967890123 hoặc 84967890123",1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
3M1M3 C0mp4ny tuyen nh4n vien ban thoi g14n. Thu nh4p 800.000d/ng4y. Khong can kinh nghiem. Tuoi 22-60. Lien he Zalo: zalo.me/84978901234 Zalo: 84978901234,1,1,1,personal_number,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
"Am4z0n can tuy3n nv xu ly z0n hang TMZT. Thu nhap 500k-3000k/nj4y. L4m tai nh4, tu01 23-65. Th40 t4c z0n j14n. Z4l0: zalo.me/84989012345 Z4l0: 84989012345",1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
TikTok cần tuyển nhân viên làm việc tại nhà. Mô tả công việc: xử lý đơn hàng trên TikTok. Thu nhập 350-999k/ngày. Liên hệ: zalo.me/84990123456 Zalo: 84990123456,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
Shopee tuyen nh4n vien xu ly don hang tai nha. Thu nh4p 500k-1.5tr/ng4y. Yeu cau 22-60 tuoi. Khong can kinh nghiem. Zalo: zalo.me/84901112233,1,1,1,personal_number,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
L4z4z4 tuy3n nv xu ly z0n + z4nh j14 s4n f4m. Thu nhap 500k-1tr/nj4y. Tu01 23-65. Khong can k1nh ngh13m. Z4l0: zalo.me/84911223344,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
"Xin chào, mình là giám đốc marketing của Tiki. Tuyển nhân viên đặt hàng nâng hạng cửa hàng. Thu nhập 800.000đ/ngày. Zalo: 84922334455",1,0,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
3B4y tuy3n nh4n v13n xu ly d0n hang TMDT. Thu nhap 1tr-3tr/ngay. Th4o t4c d0n gi4n tr3n d13n tho4i. Zalo: zalo.me/84933445566 Zalo: 84933445566,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
Cty HVS tuy3n nv ban th01 j14n. Luy0ng 500k-1tr/nj4y. L4m tai nh4. Tu01 22-60. Khong can k1nh ngh13m. Z4l0: zalo.me/84944556677 Z4l0: 84944556677,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
EMIME Company tuyển nhân viên bán thời gian tại nhà. Thu nhập hấp dẫn 800.000đ/ngày. Yêu cầu tuổi từ 22-60. Liên hệ: zalo.me/84955667788 Zalo: 84955667788,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
Am4z0n can tuy3n nv xuly d0n hang. Luy3ng 500k-2tr/ngay. Th4o t4c d0n g14n. Tu01 23-60. Lien he Z4l0: zalo.me/84966778899 Zalo: 84966778899,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
T1kt0k tuy3n nv xuly z0n hang. Thu nhap 350-999k/nj4y. Tu01 22-65. Njh4n t13n s4u 15 fhut. Z4l0: zalo.me/84977889900 Z4l0: 84977889900,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
"Shopee tuyển gấp nhân viên đánh giá sản phẩm. Thu nhập 500k-1.5tr/ngày. Không yêu cầu kinh nghiệm, làm tại nhà. Zalo: zalo.me/84988990011",1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
Lazada tuyen nv xu ly don hang tai nha. Thu nh4p 800k/ngay. Yeu cau 22-60 tuoi. Th4o t4c don gi4n. Zalo: zalo.me/84999001122,1,1,1,personal_number,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
T1k1 tuy3n nv z4t hang n4ng hang cua hang. Luy0ng 800k/nj4y. Tu01 23-65. Z0n j14n de l4m. Z4l0: 84900112233,1,0,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
eBay cần tuyển cộng tác viên xử lý đơn hàng. Thu nhập 500k~3000k/ngày. Thanh toán lương trong ngày. Liên hệ Zalo: zalo.me/84911223355 Zalo: 84911223355,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
Cty HVS tuy3n nh4n v13n l4m v13c tai nh4. Thu nhap 500k-1tr/ngay. Tu01 22-65. Khong can k1nh ngh13m. Zalo: zalo.me/84922334466 Zalo: 84922334466,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
3M1M3 C0mp4ny tuy3n nv ban th01 j14n. Thu nhap 800k/nj4y. L4m tai nh4 f0i h0p. Tu01 22-60. Z4l0: zalo.me/84933445577 Z4l0: 84933445577,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
Amazon tuyển nhân viên xử lý đơn hàng TMĐT. Thu nhập 1tr-3tr/ngày. Yêu cầu 22-60 tuổi. Làm việc qua điện thoại. Zalo: zalo.me/84944556688 Zalo: 84944556688,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
T1kt0k tuy3n nv l4m v13c tai nh4. Thu nhap 350-999k/ngay. Th4o t4c d0n gi4n. Tu01 23-65. Zalo: zalo.me/84955667799 Zalo: 84955667799,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
Sh0p33 tuy3n nv z4nh j14 s4n f4m. Luy0ng 500k-1.5tr/nj4y. Tu01 22-60. Khong can k1nh ngh13m. Z4l0: zalo.me/84966778811,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
"Lazada tuyển gấp nhân viên xử lý đơn hàng. Thu nhập 800.000đ/ngày. Công việc đơn giản, làm tại nhà. Zalo: zalo.me/84977889922",1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
T1k1 tuy3n nv d4t hang tai nh4. Thu nhap 800k/ngay. Yeu cau 22-60 tu01. Khong can k1nh ngh13m. Zalo: 84988990033,1,0,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
3B4y tuy3n nv xu ly z0n TMZT. Thu nhap 500k-3tr/nj4y. Tu01 23-65. Th40 t4c tr3n z13n f04i. Z4l0: zalo.me/84999001144 Z4l0: 84999001144,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
"Tôi là quản lý tại Cty HVS, tuyển nhân viên bán thời gian. Lương 500k-1tr/ngày. Tuổi 22-65. Liên hệ Zalo: zalo.me/84900112255 Zalo: 84900112255",1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
3M1M3 tuy3n nh4n v13n ban th01 g14n. Thu nhap 800k/ngay. L4m v13c tai nh4. Tu01 22-60. Zalo: zalo.me/84911223366 Zalo: 84911223366,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
Am4z0n tuy3n nv xu ly z0n hang. Luy0ng 1tr-3tr/nj4y. Tu01 22-60. Khong can k1nh ngh13m. Z4l0: zalo.me/84922334477 Z4l0: 84922334477,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
TikTok tuyển nhân viên làm việc tại nhà. Thu nhập 350k-999k/ngày. Nhận tiền sau 15-20 phút. Zalo: zalo.me/84933445588 Zalo: 84933445588,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
Shopee tuyen nv xu ly don hang. Thu nh4p 500k-1.5tr/ng4y. Tuoi 23-65. Th4o t4c don gi4n. Zalo: zalo.me/84944556699,1,1,1,personal_number,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
L4z4z4 tuy3n nv z4nh j14 s4n f4m. Thu nhap 500k-1tr/nj4y. Tu01 22-60. L4m tai nh4. Z4l0: zalo.me/84955667700,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
Tiki tuyển nhân viên đặt hàng nâng cao uy tín cửa hàng. Thu nhập 800.000đ/ngày. Tuổi 22-65. Zalo: 84966778822,1,0,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
3B4y tuy3n nv xu ly d0n hang. Luy0ng 500k-3tr/ngay. Th4o t4c d0n gi4n tr3n d13n tho4i. Zalo: zalo.me/84977889933 Zalo: 84977889933,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
Cty HVS tuy3n nv ban th01 j14n. Thu nhap 500k-1tr/nj4y. Tu01 23-65. L4m tai nh4. Z4l0: zalo.me/84988990044 Z4l0: 84988990044,1,1,1,personal_number,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng
EMIME Company tuyển nhân viên bán thời gian. Thu nhập 800.000đ/ngày. Không cần kinh nghiệm. Zalo: zalo.me/84999001155 Zalo: 84999001155,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal)
"CANH BAO LAN CUOI!!! Ông Nguyễn Minh Tú CCCD 030094582173 nợ Home Credit 9,245,600VND. Hạn chót 17g hôm nay phải thanh toán. Nếu trốn tránh, chúng tôi sẽ Công Khai HÌNH ẢNH và THÔNG TIN lên mạng xã hội và báo về địa phương. Liên hệ 0912456789.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"[CANH CAO LAN CUOI]: Bà Lê Thị Hoa CMND 192837465 nợ HD Saison 15,382,500VND. Yêu cầu thanh toán trước 16H Ngày 20/07. Quá hạn sẽ ghi nợ xấu CIC và thông báo người thân gia đình nơi làm việc. LH Zalo 0905334455.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"TB KHAN: Anh Phạm Hoàng Nam CCCD 012093004567 nợ Mirae Asset 23,456,800VND. Trong 24H nữa không tất toán, chúng tôi sẽ khởi kiện hành vi lừa đảo chiếm đoạt tài sản và gửi trát về tận nơi làm việc. LH: 0987123654.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"CANH BAO LAN CUOI!!! Chị Đỗ Kim Liên CMND 285493012 đang trốn nợ Mcredit số tiền 6,782,300VND. Trước 17g hôm nay chưa thanh toán tối thiểu, hình ảnh của chị sẽ được dán tại khu vực sinh sống và báo về tổ dân phố. LH 0355123987.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"[CANH CAO LAN CUOI]: Trung tâm Thu hồi Nợ yêu cầu ông Vũ Đức Anh CCCD 045091223847 nợ 31,245,500VND phải trả gấp trước 16H Ngày 25/08. Chúng tôi sẽ áp dụng biện pháp cưỡng chế và thông báo người thân gia đình. LH: 0911882233.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"TB KHAN: Công ty Tài chính FE thông báo bà Trịnh Thu Hà CMND 013459284 nợ 11,540,200VND. Nếu không liên hệ Zalo 0944556677 trước 17g hôm nay để thỏa thuận giảm nợ, chúng tôi sẽ niêm phong tài sản và ghi nợ xấu CIC.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"CANH BAO LAN CUOI!!! Ông Ngô Văn Hùng CCCD 034092115678 nợ 4,892,400VND tại HD Saison. Trong 24H nữa không thanh toán sẽ thực hiện cuộc gọi nhắc nợ đến toàn bộ danh bạ và công khai thông tin cá nhân. LH: 0922334455.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"[CANH CAO LAN CUOI]: Bà Phan Tuyết Mai CMND 215492837 nợ Mirae Asset 19,725,300VND. Hạn cuối truoc 17g hom nay phải nộp tiền. Quá hạn, hồ sơ sẽ chuyển sang PC02 điều tra hành vi lạm dụng tín nhiệm chiếm đoạt tài sản. LH: 0366778899.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"TB KHAN: Anh Lý Minh Khôi CCCD 079093445566 nợ Mcredit 32,847,100VND. Trước 16H Ngày 12/09 không tất toán, chúng tôi sẽ gửi thông báo vi phạm về địa phương và bôi nhọ uy tín trên các nền tảng xã hội. LH: 0977112233.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"CANH BAO LAN CUOI!!! Chị Hoàng Bảo Ngọc CMND 025938475 nợ Home Credit 7,125,400VND. Yêu cầu thanh toán trong vòng 24H. Nếu tiếp tục bất hợp tác, chúng tôi sẽ đến tận nơi làm việc để đối chất và thu hồi nợ. LH: 0399445566.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"[CANH CAO LAN CUOI]: Ông Đặng Văn Lâm CCCD 052093884752 nợ Trung tâm Thu hồi Nợ 54,321,700VND. Hạn chót trước 17g hôm nay. Mọi hành vi trốn tránh sẽ bị xử lý theo pháp luật và công khai danh tính trên báo đài địa phương. LH: 0901223344.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"TB KHAN: Bà Nguyễn Thùy Chi CMND 174829354 nợ FE Credit 13,947,200VND. Trong 24H nữa không thấy biên lai chuyển khoản, chúng tôi sẽ khóa toàn bộ tài khoản ngân hàng và đưa vào danh sách đen tín dụng quốc gia CIC. LH: 0933445566.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"CANH BAO LAN CUOI!!! Anh Trần Thế Vinh CCCD 060092113456 nợ HD Saison 8,564,300VND. Trước 16H Ngày 05/10 phải giải quyết. Chúng tôi sẽ liên hệ người giám hộ và cơ quan chức năng để can thiệp thu hồi nợ. LH: 0388223344.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"[CANH CAO LAN CUOI]: Chị Võ Mỹ Linh CMND 241593847 nợ Mirae Asset 21,453,900VND. Hạn chót trước 17g hôm nay. Sau giờ này sẽ tiến hành tố cáo tội phạm tại cơ quan công an nơi cư trú và công khai clip đòi nợ. LH: 0966112233.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
CANH BAO LAN CUOI!!! ong Ngu-y3n Qu0c Anh CCCD 024091223456 n0 14.352.700VND. Truoc 16H Ngay 15/06 khong th4nh t04n Mcred1t se gu1 h0 s0 sang PC02 v4 Cong Khai HINH ANH l3n m4ng. LH: 0905123456.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
"[CANH CAO LAN CUOI]: B4 D4o Th1 M41 CMND 183942051 n0 5.284.600VND tai Home Cred1t. Trong 24H nu4 khong lien he 0912345789 de th4nh t04n, chung t01 se b40 v3 d14 phu0ng v4 gh1 n0 x4u C-I-C.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
TB KHAN: Anh Huynh V4n B40 CCCD 031093448572 n0 28.554.336VND. Truoc 17g hom nay phai thanh t04n t01 thieu 3.725.000VND n3u khong se thong b40 ngu01 th4n g14 dinh n01 l4m v13c. LH: 0377556677.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
CANH BAO LAN CUOI!!! Ch1 Tr4n Thu Th4o CMND 025491827 n0 FE Cred1t 9.145.300VND. Truoc 16H Ngay 22/07 m4 khong co t13n se bi b01 nh0 Uy t1n D4nh du v4 thong b40 l3n X4 HOI. LH Z4l0: 0944889900.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
[CANH CAO LAN CUOI]: ong Ph4m Th3 H13n CCCD 060093112233 n0 42.185.000VND tai Trung T4m Thu H01 N0. Han ch0t truoc 17g hom nay. B4t h0p t4c se bi gu1 d0n t0 c40 h4nh v1 ch13m d04t tai s4n. LH: 0988112233.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
TB KHAN: B4 Lu0ng Th1 Yen CMND 215493021 n0 HD S41s0n 12.743.500VND. Trong 24H nu4 khong th4nh t04n se n13m ph0ng tai s4n v4 gu1 thong b40 v1 ph4m v3 co qu4n l4m v13c. LH Z4l0: 0922445566.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
CANH BAO LAN CUOI!!! Anh Tru0ng M1nh Kh41 CCCD 014092223344 n0 M1r43 Ass3t 18.245.700VND. Truoc 16H Ngay 30/08 phai t4t t04n. Chung t01 se t4n c0ng d4nh b4 v4 hinh 4nh c4 nh4n l3n f4c3b00k. LH: 0366112233.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
[CANH CAO LAN CUOI]: Ch1 DO Th1 Nguy3t CMND 012493856 n0 Mcred1t 6.947.000VND. Han ch0t truoc 17g hom nay. Sau g10 nay se c0ng kh41 thong t1n n0 n4n l3n c4c h01 nh0m d14 phu0ng. LH: 0933778899.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
TB KHAN: ong Dinh Tru0ng S0n CCCD 079093114455 n0 Home Cred1t 35.682.400VND. Trong 24H nu4 khong th4nh t04n se bi truy t0 hinh su t01 lu4 d4o. LH Z4l0 h04c SDT: 0901556677 de g141 quy3t.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
CANH BAO LAN CUOI!!! B4 Vu H04ng Yen CMND 241592834 n0 FE Cred1t 14.852.000VND. Truoc 16H Ngay 12/09 khong n0p t13n se bi gu1 tr4t h4u t04 v4 b01 nh0 d4nh du tai n01 cu tru. LH: 0399112233.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
[CANH CAO LAN CUOI]: Anh L3 H04ng Phuc CCCD 042093881122 n0 Trung T4m Thu H01 N0 52.341.000VND. Han ch0t truoc 17g hom nay. SE co b13n ph4p manh tai tai n01 0 v4 n01 l4m v13c n3u khong tra. LH: 0911445566.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
TB KHAN: Ch1 Ph4n M1nh Anh CMND 026493821 n0 HD S41s0n 8.285.000VND. Trong 24H nu4 khong thanh t04n se bi gh1 n0 x4u C-I-C hang 5 v4 khong th3 v4y v0n b4t ky d4u. LH: 0944112233.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
CANH BAO LAN CUOI!!! ong Tr4n Duy M4nh CCCD 060094556677 n0 M1r43 Ass3t 22.947.300VND. Truoc 16H Ngay 18/10 phai tra n0. Chung t01 se k30 ngu01 d3n t4n nh4 de thu h01 tai s4n. LH: 0388556677.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
"[CANH CAO LAN CUOI]: B4 Nguyen B40 Ng0c CMND 281593042 n0 Mcred1t 11.452.800VND. H4n ch0t tru0c 17g h0m n4y. Tiep tuc bat hop tac, moi rui ro ve Uy tin Danh du Tai san Ong/Ba tu chiu. LH: 0977223344.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"CANH BAO LAN CUOI!!! Phòng An ninh Điều tra thông báo Ông/Bà đang liên quan đến đường dây rửa tiền quốc tế. Yêu cầu có mặt tại cơ quan điều tra trong vòng 24H để xác minh, nếu không sẽ phát lệnh truy nã toàn quốc.",1,0,0,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
"[CANH CAO LAN CUOI]: Bộ Công an PC02 thông báo O/B có hành vi lạm dụng tín nhiệm chiếm đoạt tài sản. Trước 17g hôm nay không liên hệ 84912654378 để làm việc, chúng tôi sẽ khởi tố hình sự và niêm phong tài khoản.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
TB KHAN: Cục Cảnh sát hình sự đang điều tra toàn bộ thông tin hình ảnh của O/B và những người liên quan đến vụ án lừa đảo. Yêu cầu hợp tác trong vòng 24H nếu không muốn chịu trách nhiệm hình sự trước pháp luật.,1,0,0,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
CANH BAO LAN CUOI!!! Phòng AN NINH ĐIỀU TRA yêu cầu Ông/Bà phối hợp cung cấp lời khai về khoản vay bất thường. Hạn chót trước 17g hôm nay. Mọi sự chậm trễ sẽ bị coi là chống đối người thi hành công vụ. LH: 84900112233.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
[CANH CAO LAN CUOI]: PC02 thông báo O/B đang nằm trong danh sách điều tra đặc biệt. Yêu cầu giữ máy và phối hợp điều tra toàn bộ thông tin cá nhân trong vòng 24H. Nếu ngắt liên lạc sẽ bị cưỡng chế dẫn giải ngay lập tức.,1,0,0,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
TB KHAN: Cơ quan điều tra thông báo Ông/Bà có liên quan đến hành vi chiếm đoạt tài sản ngân hàng. Yêu cầu thanh minh trước 17g hôm nay tại văn phòng điều tra hoặc chịu trách nhiệm hình sự theo quy định. LH: 84988776655.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal)
CANH BAO LAN CUOI!!! Ph0ng AN NINH DIEU TRA thong b40 0/B dang lien qu4n d3n vu 4n hinh su. Yeu cau h0p t4c d13u tra t04n Bo thong t1n trong v0ng 24H n3u khong mu0n bi b4t g14m kh4n cap. LH: 84911223344.,1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng
