norm_id,source_text,normalized_text,validation_status,validation_issues,manual_status,label,category,obfuscation_level,data_origin,source_dataset
sms_norm_05087,ACB: Chuc mung sinh nhat Quy khach. ACB gui tang voucher giam gia 10% khi thanh toan qua ACB ONE. Chi tiet tai acb.com.vn.,ACB: Chúc mừng sinh nhật Quý khách. ACB gửi tặng voucher giảm giá 10% khi thanh toán qua ACB ONE. Chi tiết tại acb.com.vn.,pass,,generated,0,Ngân hàng thật,NONE,synthetic,synthetic_label_0
sms_norm_05088,TPBank: Thong bao bao tri he thong tu 01:00 den 03:00 ngay Chu Nhat 25/08. Giao dich co the bi gian doan. Tran trong.,TPBank: Thông báo bảo trì hệ thống từ 01:00 đến 03:00 ngày Chủ nhật 25/08. Giao dịch có thể bị gián đoạn. Trân trọng.,pass,,generated,0,Ngân hàng thật,NONE,synthetic,synthetic_label_0
sms_norm_05089,"[MB] The tin dung ****8822 cua Quy khach sap den han thanh toan. So tien: 4,500,000VND. Vui long thanh toan de tranh phat.",[MB] Thẻ tín dụng ****8822 của Quý khách sắp đến hạn thanh toán. Số tiền: 4.500.000 đồng. Vui lòng thanh toán để tránh phạt.,pass,,generated,0,Ngân hàng thật,NONE,synthetic,synthetic_label_0
sms_norm_05090,Agribank: Chuong trinh khuyen mai Giao dich cuoi tuan - Nhan qua cuc khung. Chi tiet xem tai agribank.com.vn.,Agribank: Chương trình khuyến mại Giao dịch cuối tuần - Nhận quà cực khủng. Chi tiết xem tại agribank.com.vn.,pass,,generated,0,Ngân hàng thật,NONE,synthetic,synthetic_label_0
sms_norm_05091,Sacombank: Thong bao thay doi han muc rut tien mat tai ATM tu ngay 01/09. Quy khach vui long kiem tra tai sacombank.com.vn.,Sacombank: Thông báo thay đổi hạn mức rút tiền mặt tại ATM từ ngày 01/09. Quý khách vui lòng kiểm tra tại sacombank.com.vn.,pass,,generated,0,Ngân hàng thật,NONE,synthetic,synthetic_label_0
sms_norm_05092,MSB: Chuc mung Quy khach da nang hang thanh vien MSB Privilege. Tan huong uu dai dac quyen tai msb.com.vn.,MSB: Chúc mừng Quý khách đã nâng hạng thành viên MSB Privilege. Tận hưởng ưu đãi đặc quyền tại msb.com.vn.,pass,,generated,0,Ngân hàng thật,NONE,synthetic,synthetic_label_0
sms_norm_05093,"VIB: Thong bao phi duy tri tai khoan thang 08/2024 la 11,000VND. So du hien tai: 540,000VND.",VIB: Thông báo phí duy trì tài khoản tháng 08/2024 là 11.000 đồng. Số dư hiện tại: 540.000 đồng.,pass,,generated,0,Ngân hàng thật,NONE,synthetic,synthetic_label_0
sms_norm_05094,"HDBank: Quy khach co khoan vay sap den han vao ngay 28/08. Vui long chuan bi so tien 5,000,000VND de thanh toan dung han.",HDBank: Quý khách có khoản vay sắp đến hạn vào ngày 28/08. Vui lòng chuẩn bị số tiền 5.000.000 đồng để thanh toán đúng hạn.,pass,,generated,0,Ngân hàng thật,NONE,synthetic,synthetic_label_0
sms_norm_05095,[GHN] Van don GHNR24032700001: Dang phan loai tai kho Ha Noi. Du kien giao 28/03 (tu 8h-18h). Theo doi tai https://ghn.vn,[GHN] Vận đơn GHNR24032700001: Đang phân loại tại kho Hà Nội. Dự kiến giao 28/03 (từ 8h-18h). Theo dõi tại https://ghn.vn,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05096,GHTK-GHTK1029384756: Dang phan loai tai kho TP.HCM. Du kien giao 29/03 (tu 13h-18h). Theo doi tai https://ghtk.vn,GHTK-GHTK1029384756: Đang phân loại tại kho TP.HCM. Dự kiến giao 29/03 (từ 13h-18h). Theo dõi tại https://ghtk.vn,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05097,[VTP] Ma van don: VTP291038475. Dang phan loai tai kho Da Nang. Du kien giao 30/03 (tu 8h-12h).,[VTP] Mã vận đơn: VTP291038475. Đang phân loại tại kho Đà Nẵng. Dự kiến giao 30/03 (từ 8h-12h).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05098,[NinjaVan] Don hang NVVN98765432: Dang phan loai tai kho Binh Duong. Du kien giao 31/03 (tu 8h-18h).,[NinjaVan] Đơn hàng NVVN98765432: Đang phân loại tại kho Bình Dương. Dự kiến giao 31/03 (từ 8h-18h).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05099,JT Express: JT102938475612 dang phan loai tai kho Ha Noi. Du kien giao 01/04 (tu 13h-18h).,JT Express: JT102938475612 đang phân loại tại kho Hà Nội. Dự kiến giao 01/04 (từ 13h-18h).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05100,BEST-BEST7766554433: Dang phan loai tai kho TP.HCM. Du kien giao 02/04 (tu 8h-12h).,BEST-BEST7766554433: Đang phân loại tại kho TP.HCM. Dự kiến giao 02/04 (từ 8h-12h).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05101,[SPX] Don hang SPXVN1234509876 dang phan loai tai kho Da Nang. Du kien giao 03/04 (tu 8h-18h).,[SPX] Đơn hàng SPXVN1234509876 đang phân loại tại kho Đà Nẵng. Dự kiến giao 03/04 (từ 8h-18h).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05102,GHN: Van don SHNR887766554 dang phan loai tai kho Binh Duong. Du kien giao 04/04 (tu 13h-18h).,GHN: Vận đơn SHNR887766554 đang phân loại tại kho Bình Dương. Dự kiến giao 04/04 (từ 13h-18h).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05103,19001221: Don hang SPXVN8899001122 dang phan loai tai kho Ha Noi. Du kien giao 05/04 (tu 8h-12h).,19001221: Đơn hàng SPXVN8899001122 đang phân loại tại kho Hà Nội. Dự kiến giao 05/04 (từ 8h-12h).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05104,GHTK-GHTK4433221100: Dang phan loai tai kho TP.HCM. Du kien giao 06/04 (tu 8h-18h).,GHTK-GHTK4433221100: Đang phân loại tại kho TP.HCM. Dự kiến giao 06/04 (từ 8h-18h).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05105,[VTP] Ma van don: VTP887766554. Dang phan loai tai kho Da Nang. Du kien giao 07/04 (tu 13h-18h).,[VTP] Mã vận đơn: VTP887766554. Đang phân loại tại kho Đà Nẵng. Dự kiến giao 07/04 (từ 13h-18h).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05106,Ninja Van: NVVN55443322 dang phan loai tai kho Binh Duong. Du kien giao 08/04 (tu 8h-12h).,Ninja Van: NVVN55443322 đang phân loại tại kho Bình Dương. Dự kiến giao 08/04 (từ 8h-12h).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05107,[GHN] Van don GHNR1122334455: Da giao thanh cong luc 09:15 ngay 27/03. Cam on ban da tin dung GHN.,[GHN] Vận đơn GHNR1122334455: Đã giao thành công lúc 09:15 ngày 27/03. Cảm ơn bạn đã tin dùng GHN.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05108,GHTK: Kien hang GHTK2233445566 da giao thanh cong luc 14:20. Cam on ban da su dung dich vu.,GHTK: Kiện hàng GHTK2233445566 đã giao thành công lúc 14:20. Cảm ơn bạn đã sử dụng dịch vụ.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05109,[VTP] Ma van don VTP112233445 da giao thanh cong luc 16:45. Cam on ban da su dung dich vu Viettel Post.,[VTP] Mã vận đơn VTP112233445 đã giao thành công lúc 16:45. Cảm ơn bạn đã sử dụng dịch vụ Viettel Post.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05110,8079: Don hang NVVN22334455 da giao thanh cong luc 10:30. Cam on ban da su dung dich vu Ninja Van.,8079: Đơn hàng NVVN22334455 đã giao thành công lúc 10:30. Cảm ơn bạn đã sử dụng dịch vụ Ninja Van.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05111,JT Express: JT556677889900 da giao thanh cong luc 11:10 ngay 28/03. Cam on quy khach.,JT Express: JT556677889900 đã giao thành công lúc 11:10 ngày 28/03. Cảm ơn quý khách.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05112,[BEST] Van don BEST1122334455 da giao thanh cong luc 15:50. Cam on ban da su dung dich vu.,[BEST] Vận đơn BEST1122334455 đã giao thành công lúc 15:50. Cảm ơn bạn đã sử dụng dịch vụ.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05113,[SPX] Don hang SPXVN5566778899 da giao thanh cong luc 13:25. Cam on ban da mua sam tai Shopee.,[SPX] Đơn hàng SPXVN5566778899 đã giao thành công lúc 13:25. Cảm ơn bạn đã mua sắm tại Shopee.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05114,GHN: Van don SHNR554433221 da giao thanh cong luc 08:45. Cam on ban da su dung dich vu GHN.,GHN: Vận đơn SHNR554433221 đã giao thành công lúc 08:45. Cảm ơn bạn đã sử dụng dịch vụ GHN.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05115,GHTK: GHTK8877665544 da giao thanh cong luc 17:15 ngay 29/03. Cam on ban da su dung GHTK.,GHTK: GHTK8877665544 đã giao thành công lúc 17:15 ngày 29/03. Cảm ơn bạn đã sử dụng GHTK.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05116,6089: Ma van don VTP556644332 da giao thanh cong luc 09:55. Cam on ban da su dung Viettel Post.,6089: Mã vận đơn VTP556644332 đã giao thành công lúc 09:55. Cảm ơn bạn đã sử dụng Viettel Post.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05117,Ninja Van: NVVN77889900 da giao thanh cong luc 14:40. Cam on ban da su dung dich vu.,Ninja Van: NVVN77889900 đã giao thành công lúc 14:40. Cảm ơn bạn đã sử dụng dịch vụ.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05118,[SPX] Don hang SPXVN2211334455 da giao thanh cong luc 16:20 ngay 30/03. Cam on ban.,[SPX] Đơn hàng SPXVN2211334455 đã giao thành công lúc 16:20 ngày 30/03. Cảm ơn bạn.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05119,[GHN] Van don GHNR5566778899: Giao khong thanh cong lan 1. Lien he giao vien 0909123456 de hen lai.,[GHN] Vận đơn GHNR5566778899: Giao không thành công lần 1. Liên hệ giao viên 0909123456 để hẹn lại.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05120,GHTK: Don hang GHTK1122998877 giao khong thanh cong lan 2. Lien he giao vien: 0918273645.,GHTK: Đơn hàng GHTK1122998877 giao không thành công lần 2. Liên hệ giao viên: 0918273645.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05121,[VTP] Ma van don VTP998877665: Giao khong thanh cong lan 1. Vui long lien he 0987654321 de nhan hang.,[VTP] Mã vận đơn VTP998877665: Giao không thành công lần 1. Vui lòng liên hệ 0987654321 để nhận hàng.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05122,19006067: Don hang NVVN66554433 giao khong thanh cong lan 1. Lien he giao vien 0933445566.,19006067: Đơn hàng NVVN66554433 giao không thành công lần 1. Liên hệ giao viên 0933445566.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05123,JT Express: JT990088776655 giao khong thanh cong lan 2. Lien he giao vien: 0944556677.,JT Express: JT990088776655 giao không thành công lần 2. Liên hệ giao viên: 0944556677.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05124,[BEST] Van don BEST5544332211: Giao khong thanh cong lan 1. Vui long lien he 0966778899.,[BEST] Vận đơn BEST5544332211: Giao không thành công lần 1. Vui lòng liên hệ 0966778899.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05125,[SPX] Don hang SPXVN8877665544 giao khong thanh cong lan 1. Lien he giao vien 0977889900.,[SPX] Đơn hàng SPXVN8877665544 giao không thành công lần 1. Liên hệ giao viên 0977889900.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05126,GHN: Van don SHNR112233445 giao khong thanh cong lan 2. Lien he giao vien 0908123123.,GHN: Vận đơn SHNR112233445 giao không thành công lần 2. Liên hệ giao viên 0908123123.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05127,6000: Don hang GHTK3344556677 giao khong thanh cong lan 1. Lien he giao vien 0919223344.,6000: Đơn hàng GHTK3344556677 giao không thành công lần 1. Liên hệ giao viên 0919223344.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05128,[VTP] Ma van don VTP119922883: Giao khong thanh cong lan 2. Vui long lien he 0981223344.,[VTP] Mã vận đơn VTP119922883: Giao không thành công lần 2. Vui lòng liên hệ 0981223344.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05129,[GHN] Shipper se den lay hang GHNR5566443322 luc 14:00. Vui long chuan bi kien hang. San sang tai ghn.vn,[GHN] Shipper sẽ đến lấy hàng GHNR5566443322 lúc 14:00. Vui lòng chuẩn bị kiện hàng. Sẵn sàng tải tại ghn.vn,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05130,GHTK: Shipper se den lay hang GHTK2299338844 luc 10:30. Ban vui long chuan bi hang va giay in.,GHTK: Shipper sẽ đến lấy hàng GHTK2299338844 lúc 10:30. Bạn vui lòng chuẩn bị hàng và giấy in.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05131,[VTP] Shipper se den lay kien hang VTP554466778 luc 15:00. Vui long chuan bi hang san sang.,[VTP] Shipper sẽ đến lấy kiện hàng VTP554466778 lúc 15:00. Vui lòng chuẩn bị hàng sẵn sàng.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05132,Ninja Van: NVVN11335577 se duoc lay luc 09:00. Vui long chuan bi kien hang va ma van don.,Ninja Van: NVVN11335577 sẽ được lấy lúc 09:00. Vui lòng chuẩn bị kiện hàng và mã vận đơn.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05133,19001201: Don hang SPXVN4455667788 se duoc lay luc 16:30. Vui long chuan bi san hang hoa.,19001201: Đơn hàng SPXVN4455667788 sẽ được lấy lúc 16:30. Vui lòng chuẩn bị sẵn hàng hóa.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05134,JT Express: Shipper se den lay hang JT112233998877 luc 13:45. Vui long chuan bi kien hang.,JT Express: Shipper sẽ đến lấy hàng JT112233998877 lúc 13:45. Vui lòng chuẩn bị kiện hàng.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05135,Highlands Coffee tặng bạn mã HL30 giảm 30.000đ cho đơn từ 100.000đ khi đặt qua app. Áp dụng thứ 7 và Chủ Nhật đến hết 31/12/2025. Chi tiết tại highlandcoffee.com.vn.,Highlands Coffee tặng bạn mã HL30 giảm 30.000đ cho đơn từ 100.000đ khi đặt qua app. Áp dụng thứ 7 và Chủ Nhật đến hết 31/12/2025. Chi tiết tại highlandcoffee.com.vn.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05136,Cuối tuần rực rỡ cùng MoMo! Nhận ngay voucher giảm 20.000đ khi thanh toán tại WinMart. Hạn dùng đến 30/06/2025. Mở ứng dụng MoMo và chọn ưu đãi của tôi để dùng ngay.,Cuối tuần rực rỡ cùng MoMo! Nhận ngay voucher giảm 20.000đ khi thanh toán tại WinMart. Hạn dùng đến 30/06/2025. Mở ứng dụng MoMo và chọn ưu đãi của tôi để dùng ngay.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05137,WinMart ưu đãi cuối tuần: Mua combo 2 vỉ trứng gà giảm ngay 15%. Áp dụng cho hội viên WiN từ 25/05 đến 26/05/2025. Hotline: 18006968. Từ chối QC soạn TC gửi 8099.,WinMart ưu đãi cuối tuần: Mua combo 2 vỉ trứng gà giảm ngay 15%. Áp dụng cho hội viên WiN từ 25/05 đến 26/05/2025. Hotline: 18006968. Từ chối quảng cáo soạn TC gửi 8099.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05138,KFC khao deal hời: Combo Gà Rán 2 người chỉ 159.000đ (giá gốc 210.000đ). Áp dụng ăn tại cửa hàng vào thứ 7 và Chủ Nhật đến 15/07/2025. Xem menu: kfc.com.vn.,KFC khao deal hời: Combo Gà Rán 2 người chỉ 159.000đ (giá gốc 210.000đ). Áp dụng ăn tại cửa hàng vào thứ 7 và Chủ Nhật đến 15/07/2025. Xem menu: kfc.com.vn.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05139,GrabFood tặng mã CUOITUAN giảm 50% phí giao hàng cho đơn từ 120.000đ. Ưu đãi áp dụng đến hết ngày 31/10/2025. Đặt ngay tại ứng dụng Grab. Chi tiết: grab.com/vn.,GrabFood tặng mã CUOITUAN giảm 50% phí giao hàng cho đơn từ 120.000đ. Ưu đãi áp dụng đến hết ngày 31/10/2025. Đặt ngay tại ứng dụng Grab. Chi tiết: grab.com/vn.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05140,Bách hóa xanh: Tặng phiếu mua hàng 50.000đ cho hóa đơn từ 500.000đ trong hai ngày cuối tuần này. Hạn dùng phiếu đến 20/08/2025. Liên hệ 19001908 để hỗ trợ.,Bách hóa xanh: Tặng phiếu mua hàng 50.000 đồng cho hóa đơn từ 500.000 đồng trong hai ngày cuối tuần này. Hạn dùng phiếu đến 20/08/2025. Liên hệ 19001908 để hỗ trợ.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05141,"ZaloPay tặng bạn mã ZP15 giảm 15.000đ khi nạp điện thoại từ 100.000đ. Ưu đãi chỉ dành cho bạn, hết hạn vào ngày 30/09/2025. Truy cập ứng dụng ZaloPay để nhận quà.","ZaloPay tặng bạn mã ZP15 giảm 15.000 đồng khi nạp điện thoại từ 100.000 đồng. Ưu đãi chỉ dành cho bạn, hết hạn vào ngày 30/09/2025. Truy cập ứng dụng ZaloPay để nhận quà.",pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05142,The Coffee House: Thưởng thức Trà Đào Cam Sả với mã TCHCUOITUAN giảm 20% trên app. Ưu đãi áp dụng đến 31/12/2025. Đặt ngay tại thecoffeehouse.com.,The Coffee House: Thưởng thức Trà Đào Cam Sả với mã TCHCUOITUAN giảm 20% trên app. Ưu đãi áp dụng đến 31/12/2025. Đặt ngay tại thecoffeehouse.com.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05143,"ShopeePay tặng bạn voucher giảm 10% tối đa 50.000đ khi thanh toán hóa đơn điện, nước vào Chủ Nhật. Hạn dùng đến 31/08/2025. Mở Shopee chọn ShopeePay để dùng.","ShopeePay tặng bạn voucher giảm 10% tối đa 50.000 đồng khi thanh toán hóa đơn điện, nước vào Chủ Nhật. Hạn dùng đến 31/08/2025. Mở Shopee chọn ShopeePay để dùng.",pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05144,Lotteria thông báo: Combo Burger tôm + Khoai tây chiên chỉ 65.000đ vào khung giờ 11h-14h thứ 7. Áp dụng đến hết 15/11/2025 tại các cửa hàng toàn quốc. Website: lotteria.vn.,Lotteria thông báo: Combo Burger tôm + Khoai tây chiên chỉ 65.000 đồng vào khung giờ 11 giờ - 14 giờ thứ 7. Áp dụng đến hết 15/11/2025 tại các cửa hàng toàn quốc. Website: lotteria.vn.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05145,Co.opmart: Tặng 100 điểm thưởng cho hóa đơn từ 400.000đ khi mua sắm vào ngày Chủ Nhật. Áp dụng cho khách hàng thành viên đến 31/05/2025. Tổng đài: 1900555568.,Co.opmart: Tặng 100 điểm thưởng cho hóa đơn từ 400.000 đồng khi mua sắm vào ngày Chủ Nhật. Áp dụng cho khách hàng thành viên đến 31/05/2025. Tổng đài: 1900555568.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05146,McDonald's: Bạn có 500 điểm tích lũy sắp hết hạn vào 31/12/2025. Hãy đổi ngay lấy Combo Big Mac tại ứng dụng McDonald's Việt Nam. Chi tiết tại mcdonalds.vn.,McDonald's: Bạn có 500 điểm tích lũy sắp hết hạn vào 31/12/2025. Hãy đổi ngay lấy Combo Big Mac tại ứng dụng McDonald's Việt Nam. Chi tiết tại mcdonalds.vn.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05147,Jollibee tặng mã JOLLI20 giảm 20.000đ cho đơn hàng từ 150.000đ khi đặt qua hotline 19001533. Ưu đãi áp dụng các ngày cuối tuần đến hết 30/11/2025.,Jollibee tặng mã JOLLI20 giảm 20.000 đồng cho đơn hàng từ 150.000 đồng khi đặt qua hotline 19001533. Ưu đãi áp dụng các ngày cuối tuần đến hết 30/11/2025.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05148,MoMo khao bạn deal ăn uống cuối tuần giảm đến 50.000đ khi thanh toán bằng mã QR. Hạn dùng đến 31/01/2026. Xem danh sách cửa hàng áp dụng tại ứng dụng MoMo. Tu choi QC soạn TC gửi 8788.,MoMo khuyến bạn deal ăn uống cuối tuần giảm đến 50.000 đồng khi thanh toán bằng mã QR. Hạn dùng đến 31/01/2026. Xem danh sách cửa hàng áp dụng tại ứng dụng MoMo. Từ chối quảng cáo soạn TC gửi 8788.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05149,Highlands Coffee: Combo 2 Phin Sữa Đá size L chỉ 79.000đ áp dụng duy nhất Chủ Nhật tuần này. Đưa tin nhắn này cho nhân viên để nhận ưu đãi. Hạn dùng: 25/08/2025.,Highlands Coffee: Combo 2 Phin Sữa Đá size L chỉ 79.000 đồng áp dụng duy nhất Chủ Nhật tuần này. Đưa tin nhắn này cho nhân viên để nhận ưu đãi. Hạn dùng: 25/08/2025.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05150,ZaloPay tặng bạn mã CASHBACK5 nhận hoàn tiền 5% khi thanh toán tại Jollibee vào thứ 7. Tối đa 20.000đ. Hạn sử dụng đến ngày 15/10/2025. Truy cập zalopay.vn để xem thêm.,ZaloPay tặng bạn mã CASHBACK5 nhận hoàn tiền 5% khi thanh toán tại Jollibee vào thứ 7. Tối đa 20.000 đồng. Hạn sử dụng đến ngày 15/10/2025. Truy cập zalopay.vn để xem thêm.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05151,WinMart: Giảm giá 20% cho các mặt hàng thực phẩm tươi sống vào sáng Chủ Nhật hàng tuần. Áp dụng cho hội viên đến hết 31/12/2025. Truy cập winmart.vn để xem cẩm nang mua sắm.,WinMart: Giảm giá 20% cho các mặt hàng thực phẩm tươi sống vào sáng Chủ Nhật hàng tuần. Áp dụng cho hội viên đến hết 31/12/2025. Truy cập winmart.vn để xem cẩm nang mua sắm.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05152,ShopeePay: Chúc mừng bạn đã thăng hạng Thành viên Bạc. Nhận ngay 2 mã miễn phí vận chuyển 25.000đ cho đơn từ 0đ. Hạn dùng 31/10/2025. Mở ví ShopeePay kiểm tra quà ngay.,ShopeePay: Chúc mừng bạn đã thăng hạng Thành viên Bạc. Nhận ngay 2 mã miễn phí vận chuyển 25.000 đồng cho đơn từ 0 đồng. Hạn dùng 31/10/2025. Mở ví ShopeePay kiểm tra quà ngay.,pass,,generated,0,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0
sms_norm_05153,[GHN] Van don GHNR110424A9: Dang phan loai tai kho Ha Noi. Du kien giao 12/04 (tu 8h-18h). Theo doi tai https://ghn.vn,[GHN] Vận đơn GHNR110424A9: Đang phân loại tại kho Hà Nội. Dự kiến giao 12/04 (từ 8 giờ - 18 giờ). Theo dõi tại https://ghn.vn,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05154,GHTK-GHTK9928374650: Don hang dang phan loai tai kho TP.HCM. Du kien giao 13/04 (tu 13h-18h). Theo doi tai https://ghtk.vn,GHTK-GHTK9928374650: Đơn hàng 9928374650 đang phân loại tại kho TP.HCM. Dự kiến giao 13/04 (từ 13h - 18h). Theo dõi tại https://ghtk.vn,pass,,llm_revised,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05155,[VTP] Ma van don VTP982312456: Dang phan loai tai kho Da Nang. Du kien giao 14/04 (tu 8h-12h).,[VTP] Mã vận đơn VTP982312456: Đang phân loại tại kho Đà Nẵng. Dự kiến giao 14/04 (từ 8 giờ - 12 giờ).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05156,Ninja Van: Kien hang NVVN88273645 dang phan loai tai kho Binh Duong. Du kien giao ngay 15/04.,Ninja Van: Kiện hàng NVVN88273645 đang phân loại tại kho Bình Dương. Dự kiến giao ngay 15/04.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05157,JT102938475621: Don hang dang o kho Ha Noi dang phan loai. Du kien giao 16/04 (tu 8h-18h).,JT102938475621: Đơn hàng đang ở kho Hà Nội đang phân loại. Dự kiến giao 16/04 (từ 8 giờ - 18 giờ).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05158,Best Express: Van don BEST9928374651 dang phan loai tai kho TP.HCM. Du kien giao 17/04.,Best Express: Vận đơn BEST9928374651 đang phân loại tại kho TP.HCM. Dự kiến giao 17/04.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05159,SPX Express: Don hang SPX9928374652 dang phan loai tai kho Da Nang. Du kien giao ngay 18/04.,SPX Express: Đơn hàng SPX9928374652 đang phân loại tại kho Đà Nẵng. Dự kiến giao ngay 18/04.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05160,[GHN] Van don SHNR99283746: Dang phan loai tai kho Binh Duong. Du kien giao 19/04 (tu 13h-18h).,[GHN] Vận đơn SHNR99283746: Đang phân loại tại kho Bình Dương. Dự kiến giao 19/04 (từ 13h-18h).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05161,GHTK-GHTK1122334455: Kien hang dang duoc phan loai tai kho Ha Noi. Du kien giao 20/04.,GHTK-GHTK1122334455: Kiện hàng đang được phân loại tại kho Hà Nội. Dự kiến giao 20/04.,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
sms_norm_05162,[VTP] VTP554433221: Dang phan loai tai kho TP.HCM. Du kien giao 21/04 (tu 8h-12h).,[VTP] VTP554433221: Đang phân loại tại kho TP.HCM. Dự kiến giao 21/04 (từ 8h-12h).,pass,,generated,0,Vận chuyển,NONE,synthetic,synthetic_label_0
