dataset,row_index,issue_type,review_priority,reason,has_url,validator_has_url,has_phone_number,validator_has_phone,label,sender_type,category,level,human_decision,notes,content
synthetic_label_1,1561,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,HCM – Zalo. H_e_n_h_o_v_o_i_e_m_g_a_i_v_u_a_t_r_o_n_1_8. bit.ly/hcm_girl_18_hot fG9h
synthetic_label_1,1602,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,E;m-S;v.n'g;0'n-t'a;i-H;C;M-c;a'n-t'i;e'n-t'r;a-t'r;o. K;e't-b;a'n-Z;a;l;0: https://zalo.me/g/hcm_hot_668 qW4r
synthetic_label_1,1605,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H.N-Z.a.l.o: E-m l-a s-i-n-h v-i-e-n n-h-a-n-h-e-n h-o k-i-n-d-a-o t-a-i H-a N-o-i. A-d-d: https://zalo.me/g/hn_sv_2k5 mN2y
synthetic_label_1,1610,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,E;m-2;0-t_n;g;0'n_b;0'd;y_c;h;u;a'n-t;a;i-D;N. L;H-n;h;a'n-h;i'n;h-q;u;a-Z;a;l;0: https://zalo.me/g/dn_gaixinh_01 vM4p
synthetic_label_1,1611,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H-C-M-Z-a-l-o: C-a-n t-i-m b-a-n t-r-a-i t-a-m s-u d-e-m k-h-u-y-a. A-d-d e-m n-h-e: https://zalo.me/g/hcm_dem_khuya hY8u
synthetic_label_1,1614,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,"H""N:Z;a;l;0-E,m:l;a-G;ä'i:n'g_ä'n;H-N-m;u_0'n-k;e't-b;ä'n-v;0'i-A. L;H: https://zalo.me/g/hn_ban_tinh_001 tR6w"
synthetic_label_1,1618,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,H;C;M-Z;a;l;0: E;m-l;a-S;V-1;9-t-c;a'n-t;i;e'n-t;r;o-g;a'p. P;h;u;c-v;u-A-n;h-h;e't-m;i'n;h: https://zalo.me/g/hcm_sv_help oL4m
synthetic_label_1,1620,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,E_m-L_A-G_A_I-X_I_N_H-D_N-m_u_o_n-H_E_N-H_O-K_I_N-D_A_O. A_d_d-Z_a_l_o: https://zalo.me/g/dn_kindao_888 yC5v
synthetic_label_1,1624,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H.C.M.Z.a.l.o: T.i.m.b.a.n.d.o.n.g.y.v.u.i.v.e.k.h.o.n.g.r.a.n.g.b.u.o.c.H.C.M. L.H: https://zalo.me/g/hcm_fun_no_string mP7l
synthetic_label_1,1628,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,H;C;M-Z;a;l;0: E;m-m;o;i-l;e'n-S;G-c;a'n-t;i;e'n-t;r;a-n;o. G;i;u'p-e;m-v;0'i-a-n;h: https://zalo.me/g/sg_help_sv nG7f
synthetic_label_1,1632,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H.N.Z.a.l.o: E.m.l.a.s.i.n.h.v.i.e.n.H.N.m.u.o.n.k.i.e.m.t.h.e.m.t.h.u.n.h.a.p. L.H: https://zalo.me/g/hn_sv_parttime zX4m
synthetic_label_1,1635,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H_N-Z_a_l_o: G_a_i_g_o_i_H_a_N_o_i_g_i_a_r_e_m_a_v_a_n_n_g_o_n. X_e_m_h_i_n_h: https://zalo.me/g/hn_girls_cheap hQ5v
synthetic_label_1,1639,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,H;C;M-Z;a;l;0: E;m-1;8-t-m;o;i-v;e-S;G-c;a'n-t;i;m-A-n;h-D;a;d;d;y. L;H: https://zalo.me/g/sg_daddy_18 jH5v
synthetic_label_1,1640,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H-N-Z-a-l-o: T-o-n-g-h-o-p-g-a-i-g-o-i-H-a-N-o-i-v-i-p-n-h-a-t. X-e-m-m-e-n-u-n-g-a-y: https://zalo.me/g/hn_girls_vip_1 bR7w
synthetic_label_1,1843,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,[HN – Zalo] @nh_0i_c0_mu0n_v#u_v#er_cung_e_kh0ng? J0in_nh0m_Z@lo_nh3: zalo.me/g/hanoi_xinh_68 G9K1
synthetic_label_1,1845,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,[HCM – Zalo] H-e-n h-o g-a-i x-i-n-h S-a-i G-o-n t-a-i n-h-a. V-a-o n-h-o-m Z-a-l-o: zalo.me/g/sg_teen_2k QW1E
synthetic_label_1,1849,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,[HN – Zalo] C-o e-m g-a-i H-N n-h-e n-h-a-n-g m-u-o-n k-e-t b-a-n. Z-a-l-o e-m: zalo.me/g/hanoi_cute_99 P2V5
synthetic_label_1,1851,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,[HCM – Zalo] ëM_đã_Cö_mặT_tạI_H:C:M_để_P:hụC_vụ_A. l!nk: bit.ly/hcm_hot_33 J5H9
synthetic_label_1,1855,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,[HN – Zalo] G@!_HN_x!nh_tu0i_mu0n_v#u_v#er_cung_A. V@o_nh0m_ng@y: zalo.me/g/hanoi_dem_vui M9L0
synthetic_label_1,1857,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,[HCM – Zalo] A-n-h o H-C-M c-o m-u-o-n g-a-p e-m k-h-o-n-g? L-i-n-k Z-a-l-o: zalo.me/g/hcm_hen_ho_9x T5N1
synthetic_label_1,1861,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,[HN – Zalo] G-a-i H-N d-a-m d-a-n-g c-a-n t-i-m t-r-i k-y. Z-a-l-o e-m: zalo.me/g/hanoi_dam_dang V9B3
synthetic_label_1,1863,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,[HCM – Zalo] E_ng0n_b0dy_chuan_0_HCM_can_A_nu0i. Nh@n_v@o_nh0m_Z@lo: zalo.me/g/hcm_sugar_baby C8D2
synthetic_label_1,1867,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,[HN – Zalo] H-e-n h-o g-a-i x-i-n-h H-a-n-o-i g-i-a r-e. V-a-o Z-a-l-o e-m n-e: zalo.me/g/hanoi_gia_re R2T9
synthetic_label_1,1869,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,[HCM – Zalo] ëM_đä_đếN_H:C:M_p:hụC_vụ_A_tậN_tìN:h. Z:a:L:o: zalo.me/g/hcm_tan_tinh_88 W0E4
synthetic_label_1,1873,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,[HN – Zalo] A-n-h o H-N c-o m-u-o-n t-a-m s-u v-o-i e-m? Z-a-l-o: zalo.me/g/hanoi_tamsu_2k I4V7
synthetic_label_1,1875,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,[HCM – Zalo] H-C-M h-e-n h-o k-i-n d-a-o c-u-n-g g-a-i t-e-e-n. Z-a-l-o: zalo.me/g/hcm_teen_kin B2K5
synthetic_label_1,1879,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,[HN – Zalo] ëM_đä_SẵN_sàNg_P:hụC_vụ_A_tạI_H:N. Z:a:L:o: zalo.me/g/hanoi_phucvu_68 G5F2
synthetic_label_1,1881,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,[HCM – Zalo] G@!_S-G_v#u_v#er_cung_A_ngay_v@_lu0n. Z@lo: zalo.me/g/sg_vuvuo_99 Q4W8
synthetic_label_1,1948,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H-e-n-h-o-k-i-n-d-a-o-t-a-i-H-N-Z-a-l-o. C-l-i-c-k-x-e-m-a-n-h-e-m-m-o-i: zalo.me/g/hanoi_vjp_1 xP9q
synthetic_label_1,1949,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,"t!m:D;ì,m:h;C;M:z;A;L;o: zalo.me/g/sg_hot_2k. e;M:m;ớ;i:L;ê;n:n;G;0;n:L;ắ;m. vB4w"
synthetic_label_1,1955,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,ë;M:L;à;M:t;H;ê;M:s;I;n;h:v;I;ê;N:h;C;M:Z;a;l;o. k;Ê;t:b;Ạ;n:zalo.me/g/hcm_sv_vjp. p;H;ụ;C:v;Ụ:a. tK6u
synthetic_label_1,1956,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,D!ch_vu_h-e-n-h-o_H-N_Zalo. D-a-m-b-a-o_u-y-t-i-n_k-i-n_d-a-o. L-i-n-k_g-r-o-u-p: zalo.me/g/hn_secret_1 wL4r
synthetic_label_1,1960,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,P.h.u.c.v.u.t.a.i.n.h.a.H.C.M.Z.a.l.o.e.m.x.t.n.g.o.n.t.a.i.l.i.n.k.n.a.y: zalo.me/g/hcm_home_svc rT7n
synthetic_label_1,1965,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,D-i_c-h_v-u_h-e-n_h-o_D-N_Zalo_c-u-c_h-o-t. N-h-a-n_h-i-n-h_v-a_m-u-c_g-i-a: zalo.me/g/dn_vip_club nE5w
synthetic_label_1,1966,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,E.m.x.i.n.h.t.u.o.i.m.o.i.l.e.n.H.C.M.Z.a.l.o.m.u.o.n.g.a.p.a.n.h.t.r.a.i. L.i.n.k: zalo.me/g/hcm_em_xinh bZ9v
synthetic_label_1,1971,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,G-a-i_x-i-n-h_D-N_Z-a-l-o_g-r-o-u-p_t-u-y-e-n_v-i-p. C-l-i-c-k_v-a-o_x-e-m_m-a-u: zalo.me/g/dn_beauty_vjp dW9x
synthetic_label_1,1974,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,E-m_s-i-n-h_v-i-e-n_H-C-M_Z-a-l-o_c-a-n_t-i-e-n_h-o-c_p-h-i. G-i-u-p_e-m_v-o-i_a: zalo.me/g/hcm_sv_need_help uN6h
synthetic_label_1,1980,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,E-m_o_H-N_Z-a-l-o_m-u-o-n_k-e-t_b-a-n_v-o-i_a-n-h. E-m_n-g-o-n_b-o-d-y_c-h-u-a-n_l-a-m: zalo.me/g/hn_em_ngon xL5p
synthetic_label_1,1981,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H.e.n.h.o.k.i.n.d.a.o.H.C.M.Z.a.l.o.v.o.i.e.m.n.h.e.a.n.h. C.l.i.c.k.v.a.o.n.h.o.m: zalo.me/g/hcm_love_secret nB9v
synthetic_label_1,1986,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,E-m_d-a-n-g_c-o_d-o-n_t-a-i_D-N_Z-a-l-o. A-n-h_q-u-a_v-u-i_v-e_v-o-i_e-m_n-h-e: zalo.me/g/dn_lonely_girl kR5m
synthetic_label_1,2108,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,HN – Zalo: T-i-m b-a-n t-i-n-h m-o-t d-e-m t-a-i H-a N-o-i. C-l-i-c-k v-a-o n-h-o-m Z-a-l-o: zalo.me/g/hnsv99 zP9
synthetic_label_1,2110,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,HCM – Zalo: C-o e-m s-i-n-h v-i-e-n m-o-i l-e-n S-G c-a-n t-i-m a-n-h n-u-o-i. L-i-n-k: bit.ly/sg_nuoi_em aB8
synthetic_label_1,2114,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,HN – Zalo: K-e-t b-a-n Z-a-l-o v-o-i e-m n-h-e a-n-h y-e-u. E-m d-a-n-g c-o d-o-n t-a-i H-a N-o-i: zalo.me/g/hn_yeu_em rT7
synthetic_label_1,2116,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,HCM – Zalo: H~C~M_Z~a~l~o: Tuy3n_m@y_@nh_th!ch_vU_v3_v01_3m. K3t_b@n_ng@y: zalo.me/g/hcm_vuvu_9 sD4
synthetic_label_1,2120,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,HN – Zalo: G.a.i.x.i.n.h.H.a.N.o.i. c.a.n. t.i.m. n.g.u.o.i. y.e.u. d.e.m. n.a.y. zalo.me/g/hanoi_girl_hot xL7
synthetic_label_1,2124,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,HCM – Zalo: S-a-i G-o-n Z-a-l-o: T-i-m b-a-n d-o-i t-a-c t-i-n-h d-u-c k-h-o-n-g r-a-n-g b-u-o-c. zalo.me/g/hcm_fwb_hot hJ8
synthetic_label_1,2126,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,"HN – Zalo: H-a N-o-i_Z-a-l-o: E-m l-a g-a-i k-i-m a-n-h, m-o-i l-e-n p-h-o, c-a-n m-a-y a-n-h g-i-u-p d-u. zalo.me/g/hn_help_me tY4"
synthetic_label_1,2129,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,HN – Zalo: H.N.Z.a.l.o: G.a.i.x.i.n.h.s.h.o.w.h.a.n.g.m.i.e.n.p.h.i.v.a.o.n.h.o.m.n.g.a.y. zalo.me/g/hn_show_free cX3
synthetic_label_1,2133,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,HCM – Zalo: S-G_Z-a-l-o: C-o e-m g-a-i m-o-i x-u-o-n-g p-h-o c-o-n t-r-i-n-h c-a-n a-n-h n-u-o-i. zalo.me/g/sg_baby_99 zW4
synthetic_label_1,2136,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,HCM – Zalo: H~C~M_Z@l0: @nh_0i_e_m_l@_g@!_m0i_v@0_ngh3_n3_m3_l@m. bit.ly/hcm_new_girl rE5
synthetic_label_1,2137,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,HN – Zalo: H-a N-o-i Z-a-l-o: T-u-y-e-n n-a-m d-u-o-n-g v-a-t p-h-u-c v-u c-a-c q-u-y b-a H-a N-o-i. zalo.me/g/hn_quyba_hot gY9
synthetic_label_1,2141,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,HCM – Zalo: H.C.M.Z.a.l.o: G.a.i.m.i.e.n.t.a.y.l.e.n.S.G.l.a.m.v.i.e.c.c.a.n.t.i.m.a.n.h. zalo.me/g/sg_mientay_hot vN4
synthetic_label_1,2143,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,HN – Zalo: H-a N-o-i Z-a-l-o: E-m 2-k-6 d-a-n-g o k-h-u v-u-c H-a D-o-n-g c-a-n t-i-m a-n-h y-e-u. zalo.me/g/hn_hadong_2k6 kO5
synthetic_label_1,2188,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,C@n_t1m_D0i_T@c-vU_vj_HN-Zalo-m0i-k3t-n0!: zalo.me/g/hn_connect88 Br2P
synthetic_label_1,2190,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,E_m_S-i-n-h_V-i-e-n_H-C-M_t-i-m_n-g-u-o-i_n-u-o-i_Z-a-l-o: zalo.me/g/hcm_sgbb24 Qp0M
synthetic_label_1,2194,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H-N_Z-a-l-o_t-u-y-e-n_m-a-y_r-a_u_s-a-c_h_c-h-o_a-n-h_e-m: zalo.me/g/hn_rausach1 Op2R
synthetic_label_1,2196,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,D-N_Z-a-l-o_g-r-o-u-p_h-e-n_h-o_k-i-n_d-a-o_c-u-o-i_t-u-a-n: zalo.me/g/dn_weekend7 Pt4H
synthetic_label_1,2198,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H-C-M_Z-a-l-o_e-m_l-a-m_t-h-e-m_k-i-e-m_t-i-e-n_h-o-c_p-h-i: zalo.me/g/hcm_sv_lamthem Ty3U
synthetic_label_1,2201,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,T.i.m-b.a.n-g.a.i-H.N-v.u.i-v.e-k.h.o.n.g-r.a.n.g-b.u.o.c. Z.a.l.o-g.r.o.u.p: zalo.me/g/hn_f2f_club Zr2S
synthetic_label_1,2203,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H.N-Z.a.l.o-G.a.i-x.i.n.h-m.o.i-l.e.n-H.a-N.o.i-c.a.n-p.h.u-c.v.u: zalo.me/g/hn_new_girl Pl7O
synthetic_label_1,2205,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,D.N-Z.a.l.o-G.r.o.u.p-m.o.i-g.i.o.i-p.h.o-v.a.y-c.a.c-v.u.n.g: zalo.me/g/dn_phovay_all Vn3M
synthetic_label_1,2207,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H.C.M-Z.a.l.o-B.o.d.y-c.u.c-c.h.u.a.n-e.m-d.a.n.g-o-Q.1-c.a.n-g.a.p: zalo.me/g/hcm_q1_sexy Gh2F
synthetic_label_1,2211,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,D.N-Z.a.l.o-E.m-t.i.m-a.n.h-t.r.a.i-n.u.o.i-t.h.a.n.g-t.a.i-D.a-N.a.n.g: zalo.me/g/dn_daddy_hunt Ty9P
synthetic_label_1,2214,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,1-I-e-n_H-0_K-1-n-D-a-0_H-C-M_Z-a-l-0: zalo.me/g/hcm_top_11 Lm8X
synthetic_label_1,2218,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,,,"H.N""T.e.l.e;G,@.1_m;0,1_v;3: zalo.me/g/hn_em_moi_ve As3D"
synthetic_label_1,2221,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,,,"H,N:Z;a.l,0;P.h.o:V.a.y;X.1,n.h:T.u.o.i: zalo.me/g/hn_pv_young Er2N"
synthetic_label_1,2225,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,,,"D:N;Z.a.l,o;G,@.1:X;1,n.h:D;i:K;h;@.c.h: zalo.me/g/dn_dk_club Io9P"
synthetic_label_1,2339,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,E_d@ng_r@nh_mu0n_t!m_ngUoi_tAm_sU_Zalo HCM – Zalo: zalo.me/g/secret_hcm_x2 J8kT
synthetic_label_1,2340,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,C0_e_s-v_m0i_l3n_cAn_t!m_nguoi_giuP_HN – Zalo: bit.ly/sv_hn_tro_cap_v1 mP2q
synthetic_label_1,2344,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,D-i-c-h_v-u_A-Z_t-a-i_n-h-a HCM – Zalo: zalo.me/g/hcm_az_service_hot pL5z
synthetic_label_1,2345,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,E_s-v_19t_vua_l3n_tP_cAn_nguoi_nuoi HN – Zalo: bit.ly/hn_sugar_baby_99 kR4s
synthetic_label_1,2348,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 4 – Mixed special chars,,,E_l@m_t@i_nha_phuC_vu_nhi3t_tInh HN – Zalo: zalo.me/g/hn_home_service_v4 tM9o
synthetic_label_1,2351,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,H.e.n.h.o t.i.n.h m.o.t d.e.m t.a.i H.C.M – Zalo: zalo.me/g/hcm_night_fun_v1 vG4h
synthetic_label_1,2355,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,T.i.m n.g.u.o.i y.e.u t.a.m t.h.o.i H.N – Zalo: zalo.me/g/hn_fwb_club_v6 kL9p
synthetic_label_1,2356,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,S.v n.h.u c.a.u k.i.n d.a.o t.a.i H.C.M – Zalo: bit.ly/hcm_sv_private_v7 dM4o
synthetic_label_1,2359,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,G.a.i g.o.i c.a.o c.a.p g.i.a r.e H.C.M – Zalo: zalo.me/g/hcm_vip_girl_v10 pW2x
synthetic_label_1,2360,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,M.u.o.n t.h.u g.i.a.n v.o.i e.m x.i.n.h H.N – Zalo: bit.ly/hn_relax_girl_v11 mK7l
synthetic_label_1,2364,phone cue without detected number,medium,phone/contact cue but has_phone_number=0,1,1,0,0,1,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,,,T.i.m k.e.o t.h.o.m d.e.m n.a.y H.C.M – Zalo: zalo.me/g/hcm_hot_deal_v15 gH1u
